"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia BELLAVISTA (000)",12039,36,156,546,1071,2540,5239,2451
"De 12 a 14 años (001)",43,,,,,,12,31
"De 15 a 19 años (002)",788,,,,,,487,301
"De 20 a 24 años (003)",1663,,,,,4,1149,510
"De 25 a 29 años (004)",1766,,,,,134,1267,365
"De 30 a 34 años (005)",1610,,,,2,358,1018,232
"De 35 a 39 años (006)",1455,,,,19,542,720,174
"De 40 a 44 años (007)",1213,,,,73,563,411,166
"De 45 a 49 años (008)",932,,,3,165,474,154,136
"De 50 y más años (009)",2569,36,156,543,812,465,21,536
"PEA (010)",3693,3,16,112,351,961,1451,799
"De 12 a 14 años (011)",4,,,,,,1,3
"De 15 a 19 años (012)",150,,,,,,84,66
"De 20 a 24 años (013)",422,,,,,1,259,162
"De 25 a 29 años (014)",513,,,,,43,334,136
"De 30 a 34 años (015)",563,,,,1,144,322,96
"De 35 a 39 años (016)",570,,,,10,235,248,77
"De 40 a 44 años (017)",471,,,,32,216,147,76
"De 45 a 49 años (018)",340,,,3,61,171,53,52
"De 50 y más años (019)",660,3,16,109,247,151,3,131
"Ocupada (020)",3652,3,16,112,351,956,1428,786
"De 12 a 14 años (021)",4,,,,,,1,3
"De 15 a 19 años (022)",149,,,,,,83,66
"De 20 a 24 años (023)",413,,,,,1,251,161
"De 25 a 29 años (024)",500,,,,,42,326,132
"De 30 a 34 años (025)",559,,,,1,144,321,93
"De 35 a 39 años (026)",565,,,,10,234,245,76
"De 40 a 44 años (027)",469,,,,32,216,146,75
"De 45 a 49 años (028)",337,,,3,61,170,52,51
"De 50 y más años (029)",656,3,16,109,247,149,3,129
"Desocupada (030)",41,,,,,5,23,13
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",9,,,,,,8,1
"De 25 a 29 años (034)",13,,,,,1,8,4
"De 30 a 34 años (035)",4,,,,,,1,3
"De 35 a 39 años (036)",5,,,,,1,3,1
"De 40 a 44 años (037)",2,,,,,,1,1
"De 45 a 49 años (038)",3,,,,,1,1,1
"De 50 y más años (039)",4,,,,,2,,2
"No PEA (040)",8346,33,140,434,720,1579,3788,1652
"De 12 a 14 años (041)",39,,,,,,11,28
"De 15 a 19 años (042)",638,,,,,,403,235
"De 20 a 24 años (043)",1241,,,,,3,890,348
"De 25 a 29 años (044)",1253,,,,,91,933,229
"De 30 a 34 años (045)",1047,,,,1,214,696,136
"De 35 a 39 años (046)",885,,,,9,307,472,97
"De 40 a 44 años (047)",742,,,,41,347,264,90
"De 45 a 49 años (048)",592,,,,104,303,101,84
