"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANDAHUAYLAS (000)",41793,7433,8873,16547,756,7554,630
"Conviviente (001)",9018,1937,1869,3738,183,1199,92
"Separado(a) (002)",1199,253,212,563,13,105,53
"Casado(a) (003)",20973,3095,4539,9179,450,3604,106
"Viudo(a) (004)",1435,59,252,837,25,249,13
"Divorciado(a) (005)",187,51,33,84,4,14,1
"Soltero(a) (006)",8981,2038,1968,2146,81,2383,365
"Hombres (008)",27897,4195,7456,11728,628,3849,41
"Conviviente (009)",6279,1187,1616,2714,154,602,6
"Separado(a) (010)",328,64,80,155,4,25,
"Casado(a) (011)",15133,1930,3988,7189,405,1612,9
"Viudo(a) (012)",437,11,133,214,11,68,
"Divorciado(a) (013)",88,28,15,40,1,4,
"Soltero(a) (014)",5632,975,1624,1416,53,1538,26
"Mujeres (016)",13896,3238,1417,4819,128,3705,589
"Conviviente (017)",2739,750,253,1024,29,597,86
"Separado(a) (018)",871,189,132,408,9,80,53
"Casado(a) (019)",5840,1165,551,1990,45,1992,97
"Viudo(a) (020)",998,48,119,623,14,181,13
"Divorciado(a) (021)",99,23,18,44,3,10,1
"Soltero(a) (022)",3349,1063,344,730,28,845,339
,,,,,,,
"URBANA (024)",21725,6804,3521,8161,410,2318,511
"Conviviente (025)",5483,1784,838,2234,106,445,76
"Separado(a) (026)",788,233,102,364,8,35,46
"Casado(a) (027)",9514,2854,1622,3773,215,982,68
"Viudo(a) (028)",514,55,77,302,17,54,9
"Divorciado(a) (029)",122,48,17,47,3,6,1
"Soltero(a) (030)",5304,1830,865,1441,61,796,311
"Hombres (032)",13205,3805,2832,5071,314,1149,34
"Conviviente (033)",3512,1080,680,1475,83,190,4
"Separado(a) (034)",197,60,31,96,2,8,
"Casado(a) (035)",6202,1757,1351,2486,179,423,6
"Viudo(a) (036)",129,11,35,61,9,13,
"Divorciado(a) (037)",59,27,9,20,,3,
"Soltero(a) (038)",3106,870,726,933,41,512,24
"Mujeres (040)",8520,2999,689,3090,96,1169,477
"Conviviente (041)",1971,704,158,759,23,255,72
"Separado(a) (042)",591,173,71,268,6,27,46
"Casado(a) (043)",3312,1097,271,1287,36,559,62
"Viudo(a) (044)",385,44,42,241,8,41,9
"Divorciado(a) (045)",63,21,8,27,3,3,1
"Soltero(a) (046)",2198,960,139,508,20,284,287
,,,,,,,
"RURAL (048)",20068,629,5352,8386,346,5236,119
"Conviviente (049)",3535,153,1031,1504,77,754,16
"Separado(a) (050)",411,20,110,199,5,70,7
"Casado(a) (051)",11459,241,2917,5406,235,2622,38
"Viudo(a) (052)",921,4,175,535,8,195,4
"Divorciado(a) (053)",65,3,16,37,1,8,
"Soltero(a) (054)",3677,208,1103,705,20,1587,54
"Hombres (056)",14692,390,4624,6657,314,2700,7
"Conviviente (057)",2767,107,936,1239,71,412,2
"Separado(a) (058)",131,4,49,59,2,17,
"Casado(a) (059)",8931,173,2637,4703,226,1189,3
"Viudo(a) (060)",308,,98,153,2,55,
"Divorciado(a) (061)",29,1,6,20,1,1,
"Soltero(a) (062)",2526,105,898,483,12,1026,2
"Mujeres (064)",5376,239,728,1729,32,2536,112
"Conviviente (065)",768,46,95,265,6,342,14
"Separado(a) (066)",280,16,61,140,3,53,7
"Casado(a) (067)",2528,68,280,703,9,1433,35
"Viudo(a) (068)",613,4,77,382,6,140,4
"Divorciado(a) (069)",36,2,10,17,,7,
"Soltero(a) (070)",1151,103,205,222,8,561,52
