"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BONGARA (000)",20247,3449,3831,3890,3633,2319,3125
"Católica (001)",14554,2404,2666,2796,2683,1689,2316
"Cristiana/Evangélica (002)",3374,643,632,604,576,409,510
"Otra (003)",1615,296,308,307,272,181,251
"Ninguna (004)",704,106,225,183,102,40,48
"Hombres (006)",10500,1804,2051,2026,1876,1215,1528
"Católica (007)",7594,1270,1412,1467,1395,903,1147
"Cristiana/Evangélica (008)",1632,322,322,284,275,193,236
"Otra (009)",807,149,168,148,137,92,113
"Ninguna (010)",467,63,149,127,69,27,32
"Mujeres (012)",9747,1645,1780,1864,1757,1104,1597
"Católica (013)",6960,1134,1254,1329,1288,786,1169
"Cristiana/Evangélica (014)",1742,321,310,320,301,216,274
"Otra (015)",808,147,140,159,135,89,138
"Ninguna (016)",237,43,76,56,33,13,16
,,,,,,,
"URBANA (018)",12470,2094,2166,2390,2319,1511,1990
"Católica (019)",9300,1538,1541,1767,1775,1162,1517
"Cristiana/Evangélica (020)",1990,368,360,368,348,236,310
"Otra (021)",803,131,148,157,135,90,142
"Ninguna (022)",377,57,117,98,61,23,21
"Hombres (024)",6410,1116,1165,1204,1176,801,948
"Católica (025)",4779,816,827,881,902,627,726
"Cristiana/Evangélica (026)",965,187,184,178,164,109,143
"Otra (027)",408,74,77,77,69,47,64
"Ninguna (028)",258,39,77,68,41,18,15
"Mujeres (030)",6060,978,1001,1186,1143,710,1042
"Católica (031)",4521,722,714,886,873,535,791
"Cristiana/Evangélica (032)",1025,181,176,190,184,127,167
"Otra (033)",395,57,71,80,66,43,78
"Ninguna (034)",119,18,40,30,20,5,6
,,,,,,,
"RURAL (036)",7777,1355,1665,1500,1314,808,1135
"Católica (037)",5254,866,1125,1029,908,527,799
"Cristiana/Evangélica (038)",1384,275,272,236,228,173,200
"Otra (039)",812,165,160,150,137,91,109
"Ninguna (040)",327,49,108,85,41,17,27
"Hombres (042)",4090,688,886,822,700,414,580
"Católica (043)",2815,454,585,586,493,276,421
"Cristiana/Evangélica (044)",667,135,138,106,111,84,93
"Otra (045)",399,75,91,71,68,45,49
"Ninguna (046)",209,24,72,59,28,9,17
"Mujeres (048)",3687,667,779,678,614,394,555
"Católica (049)",2439,412,540,443,415,251,378
"Cristiana/Evangélica (050)",717,140,134,130,117,89,107
"Otra (051)",413,90,69,79,69,46,60
"Ninguna (052)",118,25,36,26,13,8,10
