"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TACNA (000)",207470,25664,42987,48225,38580,25053,26961
"Católica (001)",166816,20284,33447,38798,31813,20589,21885
"Cristiana/Evangélica (002)",17950,2297,3821,4158,3090,2156,2428
"Otra (003)",14661,2074,3372,3170,2405,1630,2010
"Ninguna (004)",8043,1009,2347,2099,1272,678,638
"Hombres (006)",101963,12924,21305,22852,18720,12499,13663
"Católica (007)",81639,10244,16308,18131,15401,10339,11216
"Cristiana/Evangélica (008)",8420,1083,1904,1920,1414,1005,1094
"Otra (009)",6981,1027,1679,1481,1111,737,946
"Ninguna (010)",4923,570,1414,1320,794,418,407
"Mujeres (012)",105507,12740,21682,25373,19860,12554,13298
"Católica (013)",85177,10040,17139,20667,16412,10250,10669
"Cristiana/Evangélica (014)",9530,1214,1917,2238,1676,1151,1334
"Otra (015)",7680,1047,1693,1689,1294,893,1064
"Ninguna (016)",3120,439,933,779,478,260,231
,,,,,,,
"URBANA (018)",193935,24177,40380,45414,36199,23284,24481
"Católica (019)",155680,19043,31294,36473,29824,19136,19910
"Cristiana/Evangélica (020)",17075,2212,3680,4001,2940,2024,2218
"Otra (021)",13576,1968,3159,2944,2241,1494,1770
"Ninguna (022)",7604,954,2247,1996,1194,630,583
"Hombres (024)",94378,12133,19824,21280,17400,11501,12240
"Católica (025)",75360,9573,15080,16831,14301,9518,10057
"Cristiana/Evangélica (026)",7950,1043,1826,1835,1328,935,983
"Otra (027)",6415,976,1565,1360,1020,665,829
"Ninguna (028)",4653,541,1353,1254,751,383,371
"Mujeres (030)",99557,12044,20556,24134,18799,11783,12241
"Católica (031)",80320,9470,16214,19642,15523,9618,9853
"Cristiana/Evangélica (032)",9125,1169,1854,2166,1612,1089,1235
"Otra (033)",7161,992,1594,1584,1221,829,941
"Ninguna (034)",2951,413,894,742,443,247,212
,,,,,,,
"RURAL (036)",13535,1487,2607,2811,2381,1769,2480
"Católica (037)",11136,1241,2153,2325,1989,1453,1975
"Cristiana/Evangélica (038)",875,85,141,157,150,132,210
"Otra (039)",1085,106,213,226,164,136,240
"Ninguna (040)",439,55,100,103,78,48,55
"Hombres (042)",7585,791,1481,1572,1320,998,1423
"Católica (043)",6279,671,1228,1300,1100,821,1159
"Cristiana/Evangélica (044)",470,40,78,85,86,70,111
"Otra (045)",566,51,114,121,91,72,117
"Ninguna (046)",270,29,61,66,43,35,36
"Mujeres (048)",5950,696,1126,1239,1061,771,1057
"Católica (049)",4857,570,925,1025,889,632,816
"Cristiana/Evangélica (050)",405,45,63,72,64,62,99
"Otra (051)",519,55,99,105,73,64,123
"Ninguna (052)",169,26,39,37,35,13,19
