"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia JUNIN",,,,,,,,
"Viviendas particulares (001)",8792,3997,880,36,284,3562,11,22
"Ocupantes presentes (002)",29950,12694,3210,101,1088,12762,35,60
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",8289,3674,851,36,272,3425,11,20
"Ocupantes presentes (005)",28475,11869,3116,101,1044,12254,35,56
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",26,,1,,1,24,,
"Ocupantes presentes (011)",97,,2,,4,91,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",195,55,23,,10,106,,1
"Ocupantes presentes (014)",725,211,79,,37,395,,3
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",276,267,2,,,6,,1
"Ocupantes presentes (017)",642,611,10,,,20,,1
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",6,1,3,,1,1,,
"Ocupantes presentes (023)",11,3,3,,3,2,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",5879,1588,764,36,267,3202,7,15
"Ocupantes presentes (029)",21080,5389,2823,101,1036,11666,23,42
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",5654,1532,739,36,255,3071,7,14
"Ocupantes presentes (032)",20249,5175,2741,101,992,11178,23,39
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",26,,1,,1,24,,
"Ocupantes presentes (038)",97,,2,,4,91,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",195,55,23,,10,106,,1
"Ocupantes presentes (041)",725,211,79,,37,395,,3
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",4,1,1,,1,1,,
"Ocupantes presentes (050)",9,3,1,,3,2,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",2913,2409,116,,17,360,4,7
"Ocupantes presentes (056)",8870,7305,387,,52,1096,12,18
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",2635,2142,112,,17,354,4,6
"Ocupantes presentes (059)",8226,6694,375,,52,1076,12,17
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",276,267,2,,,6,,1
"Ocupantes presentes (071)",642,611,10,,,20,,1
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,,2,,,,,
"Ocupantes presentes (077)",2,,2,,,,,
"Otro tipo",,,,,,,,
