"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BARRANCA (000)",119215,12957,25465,5875,75193
"Hombres (001)",59774,5935,13254,3536,37218
"Mujeres (002)",59441,7022,12211,2339,37975
"PEA (003)",52627,2685,11055,3104,35958
"Hombres (004)",35376,1615,7410,2279,24205
"Mujeres (005)",17251,1070,3645,825,11753
"Ocupada (006)",50480,2557,10842,3026,34230
"Hombres (007)",33833,1538,7248,2221,22959
"Mujeres (008)",16647,1019,3594,805,11271
"Desocupada (009)",2147,128,213,78,1728
"Hombres (010)",1543,77,162,58,1246
"Mujeres (011)",604,51,51,20,482
"No PEA (012)",66588,10272,14410,2771,39235
"Hombres (013)",24398,4320,5844,1257,13013
"Mujeres (014)",42190,5952,8566,1514,26222
,,,,,
"URBANA (018)",101965,10340,22714,5641,63539
"Hombres (019)",50641,4691,11645,3391,31079
"Mujeres (020)",51324,5649,11069,2250,32460
"PEA (021)",44963,2207,9775,2968,30184
"Hombres (022)",29449,1291,6406,2167,19714
"Mujeres (023)",15514,916,3369,801,10470
"Ocupada (024)",43030,2096,9581,2896,28628
"Hombres (025)",28079,1229,6257,2114,18608
"Mujeres (026)",14951,867,3324,782,10020
"Desocupada (027)",1933,111,194,72,1556
"Hombres (028)",1370,62,149,53,1106
"Mujeres (029)",563,49,45,19,450
"No PEA (030)",57002,8133,12939,2673,33355
"Hombres (031)",21192,3400,5239,1224,11365
"Mujeres (032)",35810,4733,7700,1449,21990
,,,,,
"RURAL (036)",17250,2617,2751,234,11654
"Hombres (037)",9133,1244,1609,145,6139
"Mujeres (038)",8117,1373,1142,89,5515
"PEA (039)",7664,478,1280,136,5774
"Hombres (040)",5927,324,1004,112,4491
"Mujeres (041)",1737,154,276,24,1283
"Ocupada (042)",7450,461,1261,130,5602
"Hombres (043)",5754,309,991,107,4351
"Mujeres (044)",1696,152,270,23,1251
"Desocupada (045)",214,17,19,6,172
"Hombres (046)",173,15,13,5,140
"Mujeres (047)",41,2,6,1,32
"No PEA (048)",9586,2139,1471,98,5880
"Hombres (049)",3206,920,605,33,1648
"Mujeres (050)",6380,1219,866,65,4232
