"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MANU (000)",18723,2646,1089,298,14728
"Quechua (001)",5731,469,264,81,4921
"Aymara (002)",239,15,12,2,211
"Asháninka (003)",9,1,,,8
"Otra lengua nativa (004)",1540,502,27,8,1004
"Castellano (005)",11170,1656,783,199,8563
"Idioma Extranjero (006)",18,,3,8,8
"Es Sordomudo/a (007)",16,3,,,13
"Hombres (009)",10817,1278,596,207,8764
"Quechua (010)",3398,216,158,56,2971
"Aymara (011)",153,9,8,2,135
"Asháninka (012)",8,1,,,7
"Otra lengua nativa (013)",798,232,19,6,542
"Castellano (014)",6439,818,409,139,5095
"Idioma Extranjero (015)",8,,2,4,3
"Es Sordomudo/a (016)",13,2,,,11
"Mujeres (018)",7906,1368,493,91,5964
"Quechua (019)",2333,253,106,25,1950
"Aymara (020)",86,6,4,,76
"Asháninka (021)",1,,,,1
"Otra lengua nativa (022)",742,270,8,2,462
"Castellano (023)",4731,838,374,60,3468
"Idioma Extranjero (024)",10,,1,4,5
"Es Sordomudo/a (025)",3,1,,,2
,,,,,
"URBANA (027)",6704,914,597,123,5079
"Quechua (028)",1804,139,117,31,1518
"Aymara (029)",82,6,6,,70
"Asháninka (030)",3,1,,,2
"Otra lengua nativa (031)",149,62,2,3,82
"Castellano (032)",4651,704,472,89,3394
"Idioma Extranjero (033)",5,,,,5
"Es Sordomudo/a (034)",10,2,,,8
"Hombres (036)",3440,429,297,82,2638
"Quechua (037)",863,51,63,20,730
"Aymara (038)",52,4,5,,43
"Asháninka (039)",3,1,,,2
"Otra lengua nativa (040)",70,25,1,1,43
"Castellano (041)",2444,347,228,61,1813
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",7,1,,,6
"Mujeres (045)",3264,485,300,41,2441
"Quechua (046)",941,88,54,11,788
"Aymara (047)",30,2,1,,27
"Otra lengua nativa (049)",79,37,1,2,39
"Castellano (050)",2207,357,244,28,1581
"Idioma Extranjero (051)",4,,,,4
"Es Sordomudo/a (052)",3,1,,,2
,,,,,
"RURAL (054)",12019,1732,492,175,9649
"Quechua (055)",3927,330,147,50,3403
"Aymara (056)",157,9,6,2,141
"Asháninka (057)",6,,,,6
"Otra lengua nativa (058)",1391,440,25,5,922
"Castellano (059)",6519,952,311,110,5169
"Idioma Extranjero (060)",13,,3,8,3
"Es Sordomudo/a (061)",6,1,,,5
"Hombres (063)",7377,849,299,125,6126
"Quechua (064)",2535,165,95,36,2241
"Aymara (065)",101,5,3,2,92
"Asháninka (066)",5,,,,5
"Otra lengua nativa (067)",728,207,18,5,499
"Castellano (068)",3995,471,181,78,3282
"Idioma Extranjero (069)",7,,2,4,2
"Es Sordomudo/a (070)",6,1,,,5
"Mujeres (072)",4642,883,193,50,3523
"Quechua (073)",1392,165,52,14,1162
"Aymara (074)",56,4,3,,49
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",663,233,7,,423
"Castellano (077)",2524,481,130,32,1887
"Idioma Extranjero (078)",6,,1,4,1
