"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUARAL (000)",146630,7620,2014,49544,61159,6701,6933,5431,7228
"Hombres (001)",74135,2117,1006,24292,33941,3396,3048,2772,3563
"Mujeres (002)",72495,5503,1008,25252,27218,3305,3885,2659,3665
"PEA (003)",68443,2772,74,16118,31951,4028,4915,3007,5578
"Hombres (004)",45130,1234,40,10559,23335,2517,2587,1821,3037
"Mujeres (005)",23313,1538,34,5559,8616,1511,2328,1186,2541
"Ocupada (006)",65858,2673,73,15602,30567,3871,4726,2911,5435
"Hombres (007)",43411,1186,40,10196,22346,2429,2487,1767,2960
"Mujeres (008)",22447,1487,33,5406,8221,1442,2239,1144,2475
"Desocupada (009)",2585,99,1,516,1384,157,189,96,143
"Hombres (010)",1719,48,,363,989,88,100,54,77
"Mujeres (011)",866,51,1,153,395,69,89,42,66
"No PEA (012)",78187,4848,1940,33426,29208,2673,2018,2424,1650
"Hombres (013)",29005,883,966,13733,10606,879,461,951,526
"Mujeres (014)",49182,3965,974,19693,18602,1794,1557,1473,1124
,,,,,,,,,
"URBANA (018)",121451,5068,1670,40076,51680,5725,5978,4737,6517
"Hombres (019)",60208,1257,842,19205,27979,2849,2557,2385,3134
"Mujeres (020)",61243,3811,828,20871,23701,2876,3421,2352,3383
"PEA (021)",56584,1664,57,12358,26941,3539,4296,2643,5086
"Hombres (022)",36501,635,31,7842,19306,2195,2217,1566,2709
"Mujeres (023)",20083,1029,26,4516,7635,1344,2079,1077,2377
"Ocupada (024)",54274,1588,56,11906,25692,3394,4128,2556,4954
"Hombres (025)",34955,599,31,7520,18408,2115,2126,1518,2638
"Mujeres (026)",19319,989,25,4386,7284,1279,2002,1038,2316
"Desocupada (027)",2310,76,1,452,1249,145,168,87,132
"Hombres (028)",1546,36,,322,898,80,91,48,71
"Mujeres (029)",764,40,1,130,351,65,77,39,61
"No PEA (030)",64867,3404,1613,27718,24739,2186,1682,2094,1431
"Hombres (031)",23707,622,811,11363,8673,654,340,819,425
"Mujeres (032)",41160,2782,802,16355,16066,1532,1342,1275,1006
,,,,,,,,,
"RURAL (036)",25179,2552,344,9468,9479,976,955,694,711
"Hombres (037)",13927,860,164,5087,5962,547,491,387,429
"Mujeres (038)",11252,1692,180,4381,3517,429,464,307,282
"PEA (039)",11859,1108,17,3760,5010,489,619,364,492
"Hombres (040)",8629,599,9,2717,4029,322,370,255,328
"Mujeres (041)",3230,509,8,1043,981,167,249,109,164
"Ocupada (042)",11584,1085,17,3696,4875,477,598,355,481
"Hombres (043)",8456,587,9,2676,3938,314,361,249,322
"Mujeres (044)",3128,498,8,1020,937,163,237,106,159
"Desocupada (045)",275,23,,64,135,12,21,9,11
"Hombres (046)",173,12,,41,91,8,9,6,6
"Mujeres (047)",102,11,,23,44,4,12,3,5
"No PEA (048)",13320,1444,327,5708,4469,487,336,330,219
"Hombres (049)",5298,261,155,2370,1933,225,121,132,101
"Mujeres (050)",8022,1183,172,3338,2536,262,215,198,118
