"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAJATAMBO (000)",2956,67,752,1007,791,339
"Empleado (001)",579,2,131,296,142,8
"Obrero (002)",526,6,172,186,121,41
"Trabajador independiente (003)",1224,17,209,377,407,214
"Empleador o patrono (004)",59,,10,15,20,14
"Trabajador familiar no remunerado (005)",422,38,159,96,83,46
"Trabajador del hogar (006)",54,1,19,18,7,9
"Desocupado (008)",92,3,52,19,11,7
"Hombres (009)",2167,39,564,722,589,253
"Empleado (010)",338,,64,173,97,4
"Obrero (011)",459,6,157,162,103,31
"Trabajador independiente (012)",967,9,166,300,313,179
"Empleador o patrono (013)",50,,9,13,18,10
"Trabajador familiar no remunerado (014)",268,22,118,56,47,25
"Trabajador del hogar (015)",3,,2,1,,
"Desocupado (017)",82,2,48,17,11,4
"Mujeres (018)",789,28,188,285,202,86
"Empleado (019)",241,2,67,123,45,4
"Obrero (020)",67,,15,24,18,10
"Trabajador independiente (021)",257,8,43,77,94,35
"Empleador o patrono (022)",9,,1,2,2,4
"Trabajador familiar no remunerado (023)",154,16,41,40,36,21
"Trabajador del hogar (024)",51,1,17,17,7,9
"Desocupado (026)",10,1,4,2,,3
,,,,,,
"URBANA (027)",1789,47,435,630,478,199
"Empleado (028)",461,2,113,225,114,7
"Obrero (029)",302,3,85,116,70,28
"Trabajador independiente (030)",680,13,111,210,223,123
"Empleador o patrono (031)",40,,9,12,11,8
"Trabajador familiar no remunerado (032)",204,26,72,41,46,19
"Trabajador del hogar (033)",47,1,15,16,7,8
"Desocupado (035)",55,2,30,10,7,6
"Hombres (036)",1190,26,299,412,320,133
"Empleado (037)",265,,53,133,76,3
"Obrero (038)",250,3,75,96,58,18
"Trabajador independiente (039)",475,7,81,143,148,96
"Empleador o patrono (040)",33,,8,10,10,5
"Trabajador familiar no remunerado (041)",117,15,53,20,21,8
"Trabajador del hogar (042)",2,,1,1,,
"Desocupado (044)",48,1,28,9,7,3
"Mujeres (045)",599,21,136,218,158,66
"Empleado (046)",196,2,60,92,38,4
"Obrero (047)",52,,10,20,12,10
"Trabajador independiente (048)",205,6,30,67,75,27
"Empleador o patrono (049)",7,,1,2,1,3
"Trabajador familiar no remunerado (050)",87,11,19,21,25,11
"Trabajador del hogar (051)",45,1,14,15,7,8
"Desocupado (053)",7,1,2,1,,3
,,,,,,
"RURAL (054)",1167,20,317,377,313,140
"Empleado (055)",118,,18,71,28,1
"Obrero (056)",224,3,87,70,51,13
"Trabajador independiente (057)",544,4,98,167,184,91
"Empleador o patrono (058)",19,,1,3,9,6
"Trabajador familiar no remunerado (059)",218,12,87,55,37,27
"Trabajador del hogar (060)",7,,4,2,,1
"Desocupado (062)",37,1,22,9,4,1
"Hombres (063)",977,13,265,310,269,120
"Empleado (064)",73,,11,40,21,1
"Obrero (065)",209,3,82,66,45,13
"Trabajador independiente (066)",492,2,85,157,165,83
"Empleador o patrono (067)",17,,1,3,8,5
"Trabajador familiar no remunerado (068)",151,7,65,36,26,17
"Trabajador del hogar (069)",1,,1,,,
"Desocupado (071)",34,1,20,8,4,1
"Mujeres (072)",190,7,52,67,44,20
"Empleado (073)",45,,7,31,7,
"Obrero (074)",15,,5,4,6,
"Trabajador independiente (075)",52,2,13,10,19,8
"Empleador o patrono (076)",2,,,,1,1
"Trabajador familiar no remunerado (077)",67,5,22,19,11,10
"Trabajador del hogar (078)",6,,3,2,,1
"Desocupado (080)",3,,2,1,,
