"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AZANGARO",,,,,,,,,
"Viviendas particulares (001)",771,379,122,68,137,17,3,2,43
"Ocupantes presentes (002)",2702,1227,443,236,553,65,11,9,158
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",722,354,113,65,128,16,2,2,42
"Ocupantes presentes (005)",2517,1108,419,231,530,61,8,9,151
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,3,1,,,,,,
"Ocupantes presentes (008)",14,9,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",34,13,8,2,9,1,,,1
"Ocupantes presentes (014)",120,65,19,2,23,4,,,7
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",11,9,,1,,,1,,
"Ocupantes presentes (017)",51,45,,3,,,3,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",588,255,110,57,128,17,2,1,18
"Ocupantes presentes (029)",2119,804,403,210,519,65,8,5,105
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",550,239,101,55,119,16,2,1,17
"Ocupantes presentes (032)",1985,730,379,208,496,61,8,5,98
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,3,1,,,,,,
"Ocupantes presentes (035)",14,9,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",34,13,8,2,9,1,,,1
"Ocupantes presentes (041)",120,65,19,2,23,4,,,7
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",183,124,12,11,9,,1,1,25
"Ocupantes presentes (056)",583,423,40,26,34,,3,4,53
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",172,115,12,10,9,,,1,25
"Ocupantes presentes (059)",532,378,40,23,34,,,4,53
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",11,9,,1,,,1,,
"Ocupantes presentes (071)",51,45,,3,,,3,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
