"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CONDESUYOS (000)",275,3,119,73,54,26
"Conviviente (001)",74,,34,27,12,1
"Separado(a) (002)",10,,4,3,3,
"Casado(a) (003)",79,,5,28,29,17
"Viudo(a) (004)",7,,,,2,5
"Divorciado(a) (005)",4,,,1,2,1
"Soltero(a) (006)",101,3,76,14,6,2
"Hombres (008)",223,1,94,57,46,25
"Conviviente (009)",62,,28,22,11,1
"Separado(a) (010)",8,,3,2,3,
"Casado(a) (011)",66,,5,20,25,16
"Viudo(a) (012)",6,,,,1,5
"Divorciado(a) (013)",4,,,1,2,1
"Soltero(a) (014)",77,1,58,12,4,2
"Mujeres (016)",52,2,25,16,8,1
"Conviviente (017)",12,,6,5,1,
"Separado(a) (018)",2,,1,1,,
"Casado(a) (019)",13,,,8,4,1
"Viudo(a) (020)",1,,,,1,
"Soltero(a) (022)",24,2,18,2,2,
,,,,,,
"AREA URBANA (024)",114,,48,35,26,5
"Conviviente (025)",30,,13,14,3,
"Separado(a) (026)",3,,1,1,1,
"Casado(a) (027)",35,,1,14,17,3
"Viudo(a) (028)",1,,,,1,
"Divorciado(a) (029)",1,,,,1,
"Soltero(a) (030)",44,,33,6,3,2
"Hombres (032)",83,,35,24,20,4
"Conviviente (033)",22,,9,10,3,
"Separado(a) (034)",2,,1,,1,
"Casado(a) (035)",26,,1,9,14,2
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",32,,24,5,1,2
"Mujeres (040)",31,,13,11,6,1
"Conviviente (041)",8,,4,4,,
"Separado(a) (042)",1,,,1,,
"Casado(a) (043)",9,,,5,3,1
"Viudo(a) (044)",1,,,,1,
"Soltero(a) (046)",12,,9,1,2,
,,,,,,
"AREA RURAL (048)",161,3,71,38,28,21
"Conviviente (049)",44,,21,13,9,1
"Separado(a) (050)",7,,3,2,2,
"Casado(a) (051)",44,,4,14,12,14
"Viudo(a) (052)",6,,,,1,5
"Divorciado(a) (053)",3,,,1,1,1
"Soltero(a) (054)",57,3,43,8,3,
"Hombres (056)",140,1,59,33,26,21
"Conviviente (057)",40,,19,12,8,1
"Separado(a) (058)",6,,2,2,2,
"Casado(a) (059)",40,,4,11,11,14
"Viudo(a) (060)",6,,,,1,5
"Divorciado(a) (061)",3,,,1,1,1
"Soltero(a) (062)",45,1,34,7,3,
"Mujeres (064)",21,2,12,5,2,
"Conviviente (065)",4,,2,1,1,
"Separado(a) (066)",1,,1,,,
"Casado(a) (067)",4,,,3,1,
"Soltero(a) (070)",12,2,9,1,,
