"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CARHUAZ (000)",19933,16366,3567
"De 3 a 5 años (001)",2537,215,2322
"De 6 a 11 años (002)",5814,5164,650
"De 12 a 16 años (003)",5237,5109,128
"De 17 a 24 años (004)",6345,5878,467
"Hombres (005)",10039,8399,1640
"De 3 a 5 años (006)",1297,106,1191
"De 6 a 11 años (007)",2899,2571,328
"De 12 a 16 años (008)",2665,2630,35
"De 17 a 24 años (009)",3178,3092,86
"Mujeres (010)",9894,7967,1927
"De 3 a 5 años (011)",1240,109,1131
"De 6 a 11 años (012)",2915,2593,322
"De 12 a 16 años (013)",2572,2479,93
"De 17 a 24 años (014)",3167,2786,381
,,,
"URBANA (015)",6321,5384,937
"De 3 a 5 años (016)",774,91,683
"De 6 a 11 años (017)",1808,1659,149
"De 12 a 16 años (018)",1603,1579,24
"De 17 a 24 años (019)",2136,2055,81
"Hombres (020)",3109,2680,429
"De 3 a 5 años (021)",388,49,339
"De 6 a 11 años (022)",860,788,72
"De 12 a 16 años (023)",808,802,6
"De 17 a 24 años (024)",1053,1041,12
"Mujeres (025)",3212,2704,508
"De 3 a 5 años (026)",386,42,344
"De 6 a 11 años (027)",948,871,77
"De 12 a 16 años (028)",795,777,18
"De 17 a 24 años (029)",1083,1014,69
,,,
"RURAL (030)",13612,10982,2630
"De 3 a 5 años (031)",1763,124,1639
"De 6 a 11 años (032)",4006,3505,501
"De 12 a 16 años (033)",3634,3530,104
"De 17 a 24 años (034)",4209,3823,386
"Hombres (035)",6930,5719,1211
"De 3 a 5 años (036)",909,57,852
"De 6 a 11 años (037)",2039,1783,256
"De 12 a 16 años (038)",1857,1828,29
"De 17 a 24 años (039)",2125,2051,74
"Mujeres (040)",6682,5263,1419
"De 3 a 5 años (041)",854,67,787
"De 6 a 11 años (042)",1967,1722,245
"De 12 a 16 años (043)",1777,1702,75
"De 17 a 24 años (044)",2084,1772,312
