"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCA SANCOS (000)",3573,2864,250,230,229
"Hombres (001)",2189,1654,189,180,166
"Mujeres (002)",1384,1210,61,50,63
"De 06 a 14 años (003)",70,66,2,2,
"Hombres (004)",45,42,1,2,
"Mujeres (005)",25,24,1,,
"De 15 a 29 años (006)",878,705,54,65,54
"Hombres (007)",532,407,37,53,35
"Mujeres (008)",346,298,17,12,19
"De 30 a 44 años (009)",1253,912,116,110,115
"Hombres (010)",783,526,91,83,83
"Mujeres (011)",470,386,25,27,32
"De 45 a 64 años (012)",1004,822,73,51,58
"Hombres (013)",617,473,58,40,46
"Mujeres (014)",387,349,15,11,12
"De 65 y más años (015)",368,359,5,2,2
"Hombres (016)",212,206,2,2,2
"Mujeres (017)",156,153,3,,
,,,,,
"URBANA (018)",2339,1739,228,164,208
"Hombres (019)",1444,1006,174,118,146
"Mujeres (020)",895,733,54,46,62
"De 06 a 14 años (021)",51,48,1,2,
"Hombres (022)",35,33,,2,
"Mujeres (023)",16,15,1,,
"De 15 a 29 años (024)",577,450,48,36,43
"Hombres (025)",356,271,34,27,24
"Mujeres (026)",221,179,14,9,19
"De 30 a 44 años (027)",869,570,108,83,108
"Hombres (028)",539,320,85,57,77
"Mujeres (029)",330,250,23,26,31
"De 45 a 64 años (030)",631,468,67,41,55
"Hombres (031)",395,268,54,30,43
"Mujeres (032)",236,200,13,11,12
"De 65 y más años (033)",211,203,4,2,2
"Hombres (034)",119,114,1,2,2
"Mujeres (035)",92,89,3,,
,,,,,
"RURAL (036)",1234,1125,22,66,21
"Hombres (037)",745,648,15,62,20
"Mujeres (038)",489,477,7,4,1
"De 06 a 14 años (039)",19,18,1,,
"Hombres (040)",10,9,1,,
"Mujeres (041)",9,9,,,
"De 15 a 29 años (042)",301,255,6,29,11
"Hombres (043)",176,136,3,26,11
"Mujeres (044)",125,119,3,3,
"De 30 a 44 años (045)",384,342,8,27,7
"Hombres (046)",244,206,6,26,6
"Mujeres (047)",140,136,2,1,1
"De 45 a 64 años (048)",373,354,6,10,3
"Hombres (049)",222,205,4,10,3
"Mujeres (050)",151,149,2,,
"De 65 y más años (051)",157,156,1,,
"Hombres (052)",93,92,1,,
"Mujeres (053)",64,64,,,
