"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia TAMBOPATA (000)",78523,1808,23568,24394,16899,9673,2181
"Hombres (001)",41431,912,11980,12244,9092,5893,1310
"Mujeres (002)",37092,896,11588,12150,7807,3780,871
"Viviendas particulares (003)",74893,1788,23375,23066,15582,8976,2106
"Hombres (004)",38625,905,11882,11255,8005,5321,1257
"Mujeres (005)",36268,883,11493,11811,7577,3655,849
"Viviendas colectivas (006)",2902,16,150,1072,1041,562,61
"Hombres (007)",2258,5,78,795,873,466,41
"Mujeres (008)",644,11,72,277,168,96,20
"Otro tipo (009)",728,4,43,256,276,135,14
"Hombres (010)",548,2,20,194,214,106,12
"Mujeres (011)",180,2,23,62,62,29,2
,,,,,,,
"URBANA (012)",65444,1514,19887,20375,14130,7932,1606
"Hombres (013)",33713,760,10146,9887,7318,4696,906
"Mujeres (014)",31731,754,9741,10488,6812,3236,700
"Viviendas particulares (015)",62582,1495,19706,19336,13123,7385,1537
"Hombres (016)",31559,754,10057,9129,6499,4262,858
"Mujeres (017)",31023,741,9649,10207,6624,3123,679
"Viviendas colectivas (018)",2245,16,144,833,764,432,56
"Hombres (019)",1698,5,73,607,630,346,37
"Mujeres (020)",547,11,71,226,134,86,19
"Otro tipo (021)",617,3,37,206,243,115,13
"Hombres (022)",456,1,16,151,189,88,11
"Mujeres (023)",161,2,21,55,54,27,2
,,,,,,,
"RURAL (024)",13079,294,3681,4019,2769,1741,575
"Hombres (025)",7718,152,1834,2357,1774,1197,404
"Mujeres (026)",5361,142,1847,1662,995,544,171
"Viviendas particulares (027)",12311,293,3669,3730,2459,1591,569
"Hombres (028)",7066,151,1825,2126,1506,1059,399
"Mujeres (029)",5245,142,1844,1604,953,532,170
"Viviendas colectivas (030)",657,,6,239,277,130,5
"Hombres (031)",560,,5,188,243,120,4
"Mujeres (032)",97,,1,51,34,10,1
"Otro tipo (033)",111,1,6,50,33,20,1
"Hombres (034)",92,1,4,43,25,18,1
"Mujeres (035)",19,,2,7,8,2,
