"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia HUACAYBAMBA",,,,,,,,,
"Viviendas particulares (001)",4433,33,4207,129,8,2,54,,
"Ocupantes presentes (002)",20321,139,19576,384,20,11,191,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",4373,33,4194,113,3,1,29,,
"Ocupantes presentes (005)",20130,139,19527,342,6,5,111,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,,2,,,,,,
"Ocupantes presentes (011)",10,,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",56,,9,16,5,1,25,,
"Ocupantes presentes (017)",171,,29,42,14,6,80,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,,2,,,,,,
"Ocupantes presentes (023)",10,,10,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",852,7,842,,,,3,,
"Ocupantes presentes (029)",3617,18,3585,,,,14,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",849,7,839,,,,3,,
"Ocupantes presentes (032)",3602,18,3570,,,,14,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,,2,,,,,,
"Ocupantes presentes (038)",10,,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",5,,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3581,26,3365,129,8,2,51,,
"Ocupantes presentes (056)",16704,121,15991,384,20,11,177,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3524,26,3355,113,3,1,26,,
"Ocupantes presentes (059)",16528,121,15957,342,6,5,97,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",56,,9,16,5,1,25,,
"Ocupantes presentes (071)",171,,29,42,14,6,80,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",5,,5,,,,,,
"Otro tipo",,,,,,,,,
