"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CONCEPCION (000)",18961,15522,1345,976,1118
"Empleado (001)",2745,1022,433,525,765
"Obrero (002)",3914,2729,417,431,337
"Trabajador independiente (003)",8234,7911,323,,
"Empleador o patrono (004)",243,178,42,14,9
"Trabajador familiar no remunerado (005)",3562,3419,130,6,7
"Trabajador del hogar (006)",263,263,,,
"De 06 a 14 años (008)",329,305,21,2,1
"Empleado (009)",9,9,,,
"Obrero (010)",44,33,8,2,1
"Trabajador independiente (011)",48,44,4,,
"Empleador o patrono (012)",1,1,,,
"Trabajador familiar no remunerado (013)",213,204,9,,
"Trabajador del hogar (014)",14,14,,,
"De 15 a 29 años (016)",5698,4553,481,343,321
"Empleado (017)",936,444,150,160,182
"Obrero (018)",1357,901,154,171,131
"Trabajador independiente (019)",1846,1737,109,,
"Empleador o patrono (020)",50,30,9,6,5
"Trabajador familiar no remunerado (021)",1393,1325,59,6,3
"Trabajador del hogar (022)",116,116,,,
"De 30 a 44 años (024)",6461,5028,477,440,516
"Empleado (025)",1144,375,167,241,361
"Obrero (026)",1440,937,157,196,150
"Trabajador independiente (027)",2790,2682,108,,
"Empleador o patrono (028)",87,68,14,3,2
"Trabajador familiar no remunerado (029)",932,898,31,,3
"Trabajador del hogar (030)",68,68,,,
"De 45 a 64 años (032)",4910,4136,323,181,270
"Empleado (033)",618,175,109,118,216
"Obrero (034)",868,668,90,59,51
"Trabajador independiente (035)",2562,2479,83,,
"Empleador o patrono (036)",84,60,18,4,2
"Trabajador familiar no remunerado (037)",725,701,23,,1
"Trabajador del hogar (038)",53,53,,,
"De 65 y más años (040)",1563,1500,43,10,10
"Empleado (041)",38,19,7,6,6
"Obrero (042)",205,190,8,3,4
"Trabajador independiente (043)",988,969,19,,
"Empleador o patrono (044)",21,19,1,1,
"Trabajador familiar no remunerado (045)",299,291,8,,
"Trabajador del hogar (046)",12,12,,,
,,,,,
"URBANA (048)",11123,8869,899,545,810
"Empleado (049)",2175,810,342,380,643
"Obrero (050)",2053,1474,279,148,152
"Trabajador independiente (051)",4883,4689,194,,
"Empleador o patrono (052)",197,150,28,11,8
"Trabajador familiar no remunerado (053)",1608,1539,56,6,7
"Trabajador del hogar (054)",207,207,,,
