"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia UTCUBAMBA (000)",35569,1068,12913,11903,7699,1986
"Empleado (001)",4725,56,1635,2097,893,44
"Obrero (002)",9447,220,4006,2989,1841,391
"Trabajador independiente (003)",15623,160,4202,5674,4272,1315
"Empleador o patrono (004)",1050,1,206,376,343,124
"Trabajador familiar no remunerado (005)",4195,599,2561,641,297,97
"Trabajador del hogar (006)",529,32,303,126,53,15
"Hombres (008)",28964,846,10523,9396,6417,1782
"Empleado (009)",2822,38,858,1263,627,36
"Obrero (010)",8569,192,3686,2649,1676,366
"Trabajador independiente (011)",13383,121,3629,4791,3646,1196
"Empleador o patrono (012)",951,1,187,333,314,116
"Trabajador familiar no remunerado (013)",3202,487,2143,356,151,65
"Trabajador del hogar (014)",37,7,20,4,3,3
"Mujeres (016)",6605,222,2390,2507,1282,204
"Empleado (017)",1903,18,777,834,266,8
"Obrero (018)",878,28,320,340,165,25
"Trabajador independiente (019)",2240,39,573,883,626,119
"Empleador o patrono (020)",99,,19,43,29,8
"Trabajador familiar no remunerado (021)",993,112,418,285,146,32
"Trabajador del hogar (022)",492,25,283,122,50,12
,,,,,,
"URBANA (024)",16453,395,5538,6071,3703,746
"Empleado (025)",4152,55,1424,1833,799,41
"Obrero (026)",3328,69,1290,1109,720,140
"Trabajador independiente (027)",6885,104,1897,2569,1853,462
"Empleador o patrono (028)",476,1,98,168,164,45
"Trabajador familiar no remunerado (029)",1153,140,570,279,120,44
"Trabajador del hogar (030)",459,26,259,113,47,14
"Hombres (032)",11933,285,3986,4220,2819,623
"Empleado (033)",2504,38,762,1112,558,34
"Obrero (034)",2962,64,1176,948,647,127
"Trabajador independiente (035)",5288,75,1512,1897,1416,388
"Empleador o patrono (036)",395,1,79,132,140,43
"Trabajador familiar no remunerado (037)",753,101,440,128,56,28
"Trabajador del hogar (038)",31,6,17,3,2,3
"Mujeres (040)",4520,110,1552,1851,884,123
"Empleado (041)",1648,17,662,721,241,7
"Obrero (042)",366,5,114,161,73,13
"Trabajador independiente (043)",1597,29,385,672,437,74
"Empleador o patrono (044)",81,,19,36,24,2
"Trabajador familiar no remunerado (045)",400,39,130,151,64,16
"Trabajador del hogar (046)",428,20,242,110,45,11
,,,,,,
"RURAL (048)",19116,673,7375,5832,3996,1240
"Empleado (049)",573,1,211,264,94,3
"Obrero (050)",6119,151,2716,1880,1121,251
"Trabajador independiente (051)",8738,56,2305,3105,2419,853
"Empleador o patrono (052)",574,,108,208,179,79
"Trabajador familiar no remunerado (053)",3042,459,1991,362,177,53
"Trabajador del hogar (054)",70,6,44,13,6,1
"Hombres (056)",17031,561,6537,5176,3598,1159
"Empleado (057)",318,,96,151,69,2
"Obrero (058)",5607,128,2510,1701,1029,239
"Trabajador independiente (059)",8095,46,2117,2894,2230,808
"Empleador o patrono (060)",556,,108,201,174,73
"Trabajador familiar no remunerado (061)",2449,386,1703,228,95,37
"Trabajador del hogar (062)",6,1,3,1,1,
"Mujeres (064)",2085,112,838,656,398,81
"Empleado (065)",255,1,115,113,25,1
"Obrero (066)",512,23,206,179,92,12
"Trabajador independiente (067)",643,10,188,211,189,45
"Empleador o patrono (068)",18,,,7,5,6
"Trabajador familiar no remunerado (069)",593,73,288,134,82,16
"Trabajador del hogar (070)",64,5,41,12,5,1
