"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LORETO (000)",62165,1975,24726,16270,10423,6723,2048
"Hombres (001)",33247,1016,12738,8450,5862,4020,1161
"Mujeres (002)",28918,959,11988,7820,4561,2703,887
"Viviendas particulares (003)",59590,1961,24593,15220,9527,6263,2026
"Hombres (004)",30925,1010,12639,7495,5040,3597,1144
"Mujeres (005)",28665,951,11954,7725,4487,2666,882
"Viviendas colectivas (006)",2245,10,111,921,774,412,17
"Hombres (007)",2062,4,86,854,720,385,13
"Mujeres (008)",183,6,25,67,54,27,4
"Otro tipo (009)",330,4,22,129,122,48,5
"Hombres (010)",260,2,13,101,102,38,4
"Mujeres (011)",70,2,9,28,20,10,1
,,,,,,,
"URBANA (012)",26311,746,9219,7335,4908,3137,966
"Hombres (013)",14201,370,4752,3843,2810,1895,531
"Mujeres (014)",12110,376,4467,3492,2098,1242,435
"Viviendas particulares (015)",24202,733,9090,6589,4120,2722,948
"Hombres (016)",12323,364,4654,3183,2092,1513,517
"Mujeres (017)",11879,369,4436,3406,2028,1209,431
"Viviendas colectivas (018)",1796,9,107,624,673,370,13
"Hombres (019)",1635,4,85,566,623,347,10
"Mujeres (020)",161,5,22,58,50,23,3
"Otro tipo (021)",313,4,22,122,115,45,5
"Hombres (022)",243,2,13,94,95,35,4
"Mujeres (023)",70,2,9,28,20,10,1
,,,,,,,
"RURAL (024)",35854,1229,15507,8935,5515,3586,1082
"Hombres (025)",19046,646,7986,4607,3052,2125,630
"Mujeres (026)",16808,583,7521,4328,2463,1461,452
"Viviendas particulares (027)",35388,1228,15503,8631,5407,3541,1078
"Hombres (028)",18602,646,7985,4312,2948,2084,627
"Mujeres (029)",16786,582,7518,4319,2459,1457,451
"Viviendas colectivas (030)",449,1,4,297,101,42,4
"Hombres (031)",427,,1,288,97,38,3
"Mujeres (032)",22,1,3,9,4,4,1
"Otro tipo (033)",17,,,7,7,3,
"Hombres (034)",17,,,7,7,3,
