"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CANTA (000)",144,28,116
"Sin nivel (001)",4,1,3
"Primaria (003)",37,5,32
"Secundaria (004)",78,19,59
"Superior no univ. incompleta (005)",10,1,9
"Superior no univ. completa (006)",6,1,5
"Superior univ. incompleta (007)",3,,3
"Superior univ. completa (008)",6,1,5
"De 14 a 29 años (010)",78,20,58
"Primaria (013)",9,1,8
"Secundaria (014)",54,16,38
"Superior no univ. incompleta (015)",5,1,4
"Superior no univ. completa (016)",6,1,5
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",2,1,1
"De 30 a 44 años (020)",32,5,27
"Sin nivel (021)",1,,1
"Primaria (023)",11,3,8
"Secundaria (024)",16,2,14
"Superior no univ. incompleta (025)",2,,2
"Superior univ. completa (028)",2,,2
"De 45 a 64 años (030)",26,3,23
"Sin nivel (031)",2,1,1
"Primaria (033)",12,1,11
"Secundaria (034)",7,1,6
"Superior no univ. incompleta (035)",2,,2
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",8,,8
"Sin nivel (041)",1,,1
"Primaria (043)",5,,5
"Secundaria (044)",1,,1
"Superior no univ. incompleta (045)",1,,1
,,,
"AREA URBANA (050)",67,9,58
"Primaria (053)",14,1,13
"Secundaria (054)",35,7,28
"Superior no univ. incompleta (055)",8,,8
"Superior no univ. completa (056)",5,1,4
"Superior univ. incompleta (057)",2,,2
"Superior univ. completa (058)",3,,3
"De 14 a 29 años (060)",39,7,32
"Primaria (063)",3,,3
"Secundaria (064)",26,6,20
"Superior no univ. incompleta (065)",3,,3
"Superior no univ. completa (066)",5,1,4
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",1,,1
"De 30 a 44 años (070)",14,1,13
"Primaria (073)",3,,3
"Secundaria (074)",7,1,6
"Superior no univ. incompleta (075)",2,,2
"Superior univ. completa (078)",2,,2
"De 45 a 64 años (080)",10,1,9
"Primaria (083)",6,1,5
"Secundaria (084)",1,,1
"Superior no univ. incompleta (085)",2,,2
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",4,,4
"Primaria (093)",2,,2
"Secundaria (094)",1,,1
"Superior no univ. incompleta (095)",1,,1
,,,
"AREA RURAL (100)",77,19,58
"Sin nivel (101)",4,1,3
"Primaria (103)",23,4,19
"Secundaria (104)",43,12,31
"Superior no univ. incompleta (105)",2,1,1
"Superior no univ. completa (106)",1,,1
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",3,1,2
"De 14 a 29 años (110)",39,13,26
"Primaria (113)",6,1,5
"Secundaria (114)",28,10,18
"Superior no univ. incompleta (115)",2,1,1
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",18,4,14
"Sin nivel (121)",1,,1
"Primaria (123)",8,3,5
"Secundaria (124)",9,1,8
"De 45 a 64 años (130)",16,2,14
"Sin nivel (131)",2,1,1
"Primaria (133)",6,,6
"Secundaria (134)",6,1,5
"Superior univ. completa (138)",2,,2
"De 65 y más años (140)",4,,4
"Sin nivel (141)",1,,1
"Primaria (143)",3,,3
