"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PARINACOCHAS (000)",26146,3501,566,10161,7614,1230,1951,338,785
"Hombres (001)",13150,943,262,5199,4308,658,1039,234,507
"Mujeres (002)",12996,2558,304,4962,3306,572,912,104,278
"PEA (003)",10292,1141,18,2881,3282,586,1508,238,638
"Hombres (004)",6986,512,8,2051,2488,419,886,184,438
"Mujeres (005)",3306,629,10,830,794,167,622,54,200
"Ocupada (006)",10001,1123,18,2809,3175,558,1462,234,622
"Hombres (007)",6788,500,8,1999,2415,400,856,182,428
"Mujeres (008)",3213,623,10,810,760,158,606,52,194
"Desocupada (009)",291,18,,72,107,28,46,4,16
"Hombres (010)",198,12,,52,73,19,30,2,10
"Mujeres (011)",93,6,,20,34,9,16,2,6
"No PEA (012)",15854,2360,548,7280,4332,644,443,100,147
"Hombres (013)",6164,431,254,3148,1820,239,153,50,69
"Mujeres (014)",9690,1929,294,4132,2512,405,290,50,78
,,,,,,,,,
"URBANA (018)",15115,1126,323,5353,4986,933,1559,233,602
"Hombres (019)",7493,230,156,2652,2726,443,761,150,375
"Mujeres (020)",7622,896,167,2701,2260,490,798,83,227
"PEA (021)",6261,320,9,1472,2199,398,1211,157,495
"Hombres (022)",4043,114,6,985,1601,249,649,116,323
"Mujeres (023)",2218,206,3,487,598,149,562,41,172
"Ocupada (024)",6061,314,9,1430,2126,376,1171,153,482
"Hombres (025)",3920,113,6,956,1555,236,624,114,316
"Mujeres (026)",2141,201,3,474,571,140,547,39,166
"Desocupada (027)",200,6,,42,73,22,40,4,13
"Hombres (028)",123,1,,29,46,13,25,2,7
"Mujeres (029)",77,5,,13,27,9,15,2,6
"No PEA (030)",8854,806,314,3881,2787,535,348,76,107
"Hombres (031)",3450,116,150,1667,1125,194,112,34,52
"Mujeres (032)",5404,690,164,2214,1662,341,236,42,55
,,,,,,,,,
"RURAL (036)",11031,2375,243,4808,2628,297,392,105,183
"Hombres (037)",5657,713,106,2547,1582,215,278,84,132
"Mujeres (038)",5374,1662,137,2261,1046,82,114,21,51
"PEA (039)",4031,821,9,1409,1083,188,297,81,143
"Hombres (040)",2943,398,2,1066,887,170,237,68,115
"Mujeres (041)",1088,423,7,343,196,18,60,13,28
"Ocupada (042)",3940,809,9,1379,1049,182,291,81,140
"Hombres (043)",2868,387,2,1043,860,164,232,68,112
"Mujeres (044)",1072,422,7,336,189,18,59,13,28
"Desocupada (045)",91,12,,30,34,6,6,,3
"Hombres (046)",75,11,,23,27,6,5,,3
"Mujeres (047)",16,1,,7,7,,1,,
"No PEA (048)",7000,1554,234,3399,1545,109,95,24,40
"Hombres (049)",2714,315,104,1481,695,45,41,16,17
"Mujeres (050)",4286,1239,130,1918,850,64,54,8,23
