"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHUMBIVILCAS (000)",22697,1657,1783,12563,135,6456,103
"Sin nivel (001)",4588,13,198,2420,15,1928,14
"Educación inicial (002)",31,,4,14,,13,
"Primaria (003)",10733,75,743,6779,61,3036,39
"Secundaria (004)",5315,228,732,2910,44,1352,49
"Superior no univ. incompleta (005)",347,112,40,133,3,59,
"Superior no univ. completa (006)",833,577,39,170,5,41,1
"Superior univ. incompleta (007)",165,73,15,63,2,12,
"Superior univ. completa (008)",685,579,12,74,5,15,
"Hombres (010)",14128,1047,1507,9349,90,2103,32
"Sin nivel (011)",1509,5,99,1173,7,218,7
"Educación inicial (012)",8,,1,6,,1,
"Primaria (013)",7180,38,635,5485,41,974,7
"Secundaria (014)",4068,156,670,2361,29,835,17
"Superior no univ. incompleta (015)",249,74,37,99,2,37,
"Superior no univ. completa (016)",551,360,38,124,5,23,1
"Superior univ. incompleta (017)",129,54,15,50,2,8,
"Superior univ. completa (018)",434,360,12,51,4,7,
"Mujeres (020)",8569,610,276,3214,45,4353,71
"Sin nivel (021)",3079,8,99,1247,8,1710,7
"Educación inicial (022)",23,,3,8,,12,
"Primaria (023)",3553,37,108,1294,20,2062,32
"Secundaria (024)",1247,72,62,549,15,517,32
"Superior no univ. incompleta (025)",98,38,3,34,1,22,
"Superior no univ. completa (026)",282,217,1,46,,18,
"Superior univ. incompleta (027)",36,19,,13,,4,
"Superior univ. completa (028)",251,219,,23,1,8,
,,,,,,,
"URBANA (030)",5638,1312,752,2645,49,827,53
"Sin nivel (031)",506,12,35,313,3,141,2
"Educación inicial (032)",10,,2,3,,5,
"Primaria (033)",1686,46,243,1055,13,315,14
"Secundaria (034)",1887,163,393,968,20,307,36
"Superior no univ. incompleta (035)",200,69,22,81,3,25,
"Superior no univ. completa (036)",661,479,34,125,4,18,1
"Superior univ. incompleta (037)",122,60,13,40,1,8,
"Superior univ. completa (038)",566,483,10,60,5,8,
"Hombres (040)",3405,815,667,1596,28,283,16
"Sin nivel (041)",113,4,18,81,1,9,
"Educación inicial (042)",2,,,1,,1,
"Primaria (043)",975,14,205,659,6,88,3
"Secundaria (044)",1296,104,367,647,10,156,12
"Superior no univ. incompleta (045)",136,45,21,54,2,14,
"Superior no univ. completa (046)",429,297,33,86,4,8,1
"Superior univ. incompleta (047)",94,46,13,29,1,5,
"Superior univ. completa (048)",360,305,10,39,4,2,
"Mujeres (050)",2233,497,85,1049,21,544,37
"Sin nivel (051)",393,8,17,232,2,132,2
"Educación inicial (052)",8,,2,2,,4,
"Primaria (053)",711,32,38,396,7,227,11
"Secundaria (054)",591,59,26,321,10,151,24
"Superior no univ. incompleta (055)",64,24,1,27,1,11,
"Superior no univ. completa (056)",232,182,1,39,,10,
"Superior univ. incompleta (057)",28,14,,11,,3,
"Superior univ. completa (058)",206,178,,21,1,6,
,,,,,,,
"RURAL (060)",17059,345,1031,9918,86,5629,50
"Sin nivel (061)",4082,1,163,2107,12,1787,12
"Educación inicial (062)",21,,2,11,,8,
"Primaria (063)",9047,29,500,5724,48,2721,25
"Secundaria (064)",3428,65,339,1942,24,1045,13
"Superior no univ. incompleta (065)",147,43,18,52,,34,
"Superior no univ. completa (066)",172,98,5,45,1,23,
"Superior univ. incompleta (067)",43,13,2,23,1,4,
"Superior univ. completa (068)",119,96,2,14,,7,
"Hombres (070)",10723,232,840,7753,62,1820,16
"Sin nivel (071)",1396,1,81,1092,6,209,7
"Educación inicial (072)",6,,1,5,,,
"Primaria (073)",6205,24,430,4826,35,886,4
"Secundaria (074)",2772,52,303,1714,19,679,5
"Superior no univ. incompleta (075)",113,29,16,45,,23,
"Superior no univ. completa (076)",122,63,5,38,1,15,
"Superior univ. incompleta (077)",35,8,2,21,1,3,
"Superior univ. completa (078)",74,55,2,12,,5,
"Mujeres (080)",6336,113,191,2165,24,3809,34
"Sin nivel (081)",2686,,82,1015,6,1578,5
"Educación inicial (082)",15,,1,6,,8,
"Primaria (083)",2842,5,70,898,13,1835,21
"Secundaria (084)",656,13,36,228,5,366,8
"Superior no univ. incompleta (085)",34,14,2,7,,11,
"Superior no univ. completa (086)",50,35,,7,,8,
"Superior univ. incompleta (087)",8,5,,2,,1,
"Superior univ. completa (088)",45,41,,2,,2,
