"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LORETO (000)",50375,14911,16270,10423,6723,2048
"Hombres (001)",27288,7795,8450,5862,4020,1161
"Mujeres (002)",23087,7116,7820,4561,2703,887
"PEA (003)",18954,500,6577,6562,4354,961
"Hombres (004)",14507,355,5070,4997,3331,754
"Mujeres (005)",4447,145,1507,1565,1023,207
"Ocupada (006)",17623,423,5858,6216,4189,937
"Hombres (007)",13440,309,4516,4686,3195,734
"Mujeres (008)",4183,114,1342,1530,994,203
"Desocupada (009)",1331,77,719,346,165,24
"Hombres (010)",1067,46,554,311,136,20
"Mujeres (011)",264,31,165,35,29,4
"No PEA (012)",31421,14411,9693,3861,2369,1087
"Hombres (013)",12781,7440,3380,865,689,407
"Mujeres (014)",18640,6971,6313,2996,1680,680
,,,,,,
"URBANA (018)",22068,5722,7335,4908,3137,966
"Hombres (019)",12063,2984,3843,2810,1895,531
"Mujeres (020)",10005,2738,3492,2098,1242,435
"PEA (021)",9138,183,3030,3345,2145,435
"Hombres (022)",6615,123,2156,2421,1589,326
"Mujeres (023)",2523,60,874,924,556,109
"Ocupada (024)",8619,179,2739,3203,2076,422
"Hombres (025)",6215,121,1946,2303,1530,315
"Mujeres (026)",2404,58,793,900,546,107
"Desocupada (027)",519,4,291,142,69,13
"Hombres (028)",400,2,210,118,59,11
"Mujeres (029)",119,2,81,24,10,2
"No PEA (030)",12930,5539,4305,1563,992,531
"Hombres (031)",5448,2861,1687,389,306,205
"Mujeres (032)",7482,2678,2618,1174,686,326
,,,,,,
"RURAL (036)",28307,9189,8935,5515,3586,1082
"Hombres (037)",15225,4811,4607,3052,2125,630
"Mujeres (038)",13082,4378,4328,2463,1461,452
"PEA (039)",9816,317,3547,3217,2209,526
"Hombres (040)",7892,232,2914,2576,1742,428
"Mujeres (041)",1924,85,633,641,467,98
"Ocupada (042)",9004,244,3119,3013,2113,515
"Hombres (043)",7225,188,2570,2383,1665,419
"Mujeres (044)",1779,56,549,630,448,96
"Desocupada (045)",812,73,428,204,96,11
"Hombres (046)",667,44,344,193,77,9
"Mujeres (047)",145,29,84,11,19,2
"No PEA (048)",18491,8872,5388,2298,1377,556
"Hombres (049)",7333,4579,1693,476,383,202
"Mujeres (050)",11158,4293,3695,1822,994,354
