"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia EL COLLAO (000)",31072,79258,69734,,1054,88,1.3
"De 12 a 14 años (001)",2634,14,13,,1,92.9,7.1
"De 15 a 19 años (002)",3753,436,421,136,96.6,31.2,
"De 20 a 24 años (003)",3407,2402,2339,306,97.4,12.7,
"De 25 a 29 años (004)",3185,4712,4551,244,96.6,5.2,
"De 30 a 34 años (005)",2660,5870,5591,180,95.2,3.1,
"De 35 a 39 años (006)",2623,7637,7188,127,94.1,1.7,
"De 40 a 44 años (007)",2240,8007,7341,48,91.7,0.6,
"De 45 a 49 años (008)",2045,8731,7779,12,89.1,0.1,
"De 50 y más años (009)",8525,41449,34511,,83.3,,
"PEA (010)",13090,38147,33869,472,88.8,1.2,
"De 12 a 14 años (011)",153,2,2,,100,,
"De 15 a 19 años (012)",843,164,157,60,95.7,36.6,
"De 20 a 24 años (013)",1583,1155,1126,130,97.5,11.3,
"De 25 a 29 años (014)",1610,2303,2217,102,96.3,4.4,
"De 30 a 34 años (015)",1388,3011,2880,84,95.6,2.8,
"De 35 a 39 años (016)",1395,4035,3786,62,93.8,1.5,
"De 40 a 44 años (017)",1193,4168,3829,27,91.9,0.6,
"De 45 a 49 años (018)",1088,4592,4108,7,89.5,0.2,
"De 50 y más años (019)",3837,18717,15764,,84.2,,
"Ocupada (020)",12602,37578,33359,458,88.8,1.2,
"De 12 a 14 años (021)",148,2,2,,100,,
"De 15 a 19 años (022)",760,155,150,58,96.8,37.4,
"De 20 a 24 años (023)",1444,1112,1087,123,97.8,11.1,
"De 25 a 29 años (024)",1506,2218,2138,100,96.4,4.5,
"De 30 a 34 años (025)",1339,2920,2790,82,95.5,2.8,
"De 35 a 39 años (026)",1366,3972,3724,61,93.8,1.5,
"De 40 a 44 años (027)",1171,4115,3778,27,91.8,0.7,
"De 45 a 49 años (028)",1064,4514,4032,7,89.3,0.2,
"De 50 y más años (029)",3804,18570,15658,,84.3,,
"Desocupada (030)",488,569,510,14,89.6,2.5,
"De 12 a 14 años (031)",5,,,,,,
"De 15 a 19 años (032)",83,9,7,2,77.8,22.2,
"De 20 a 24 años (033)",139,43,39,7,90.7,16.3,
"De 25 a 29 años (034)",104,85,79,2,92.9,2.4,
"De 30 a 34 años (035)",49,91,90,2,98.9,2.2,
