"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia BAGUA (000)",24147,66104,60316,,1517,91.2,2.3
"De 12 a 14 años (001)",2728,22,20,,5,90.9,22.7
"De 15 a 19 años (002)",3533,921,896,243,97.3,26.4,
"De 20 a 24 años (003)",3078,3410,3343,405,98,11.9,
"De 25 a 29 años (004)",2828,5890,5772,366,98,6.2,
"De 30 a 34 años (005)",2358,6658,6426,239,96.5,3.6,
"De 35 a 39 años (006)",2362,8745,8370,181,95.7,2.1,
"De 40 a 44 años (007)",1854,7993,7495,66,93.8,0.8,
"De 45 a 49 años (008)",1499,7455,6851,12,91.9,0.2,
"De 50 y más años (009)",3907,25010,21143,,84.5,,
"PEA (010)",6761,18576,17329,423,93.3,2.3,
"De 12 a 14 años (011)",164,5,4,2,80,40,
"De 15 a 19 años (012)",714,238,229,42,96.2,17.6,
"De 20 a 24 años (013)",928,948,934,109,98.5,11.5,
"De 25 a 29 años (014)",947,1775,1745,106,98.3,6,
"De 30 a 34 años (015)",896,2214,2144,76,96.8,3.4,
"De 35 a 39 años (016)",919,3038,2917,59,96,1.9,
"De 40 a 44 años (017)",725,2825,2677,27,94.8,1,
"De 45 a 49 años (018)",550,2374,2210,2,93.1,0.1,
"De 50 y más años (019)",918,5159,4469,,86.6,,
"Ocupada (020)",6552,18308,17073,414,93.3,2.3,
"De 12 a 14 años (021)",148,5,4,2,80,40,
"De 15 a 19 años (022)",675,232,225,42,97,18.1,
"De 20 a 24 años (023)",879,933,920,107,98.6,11.5,
"De 25 a 29 años (024)",907,1740,1710,104,98.3,6,
"De 30 a 34 años (025)",875,2170,2101,73,96.8,3.4,
"De 35 a 39 años (026)",900,2994,2874,58,96,1.9,
"De 40 a 44 años (027)",719,2803,2655,26,94.7,0.9,
"De 45 a 49 años (028)",541,2328,2171,2,93.3,0.1,
"De 50 y más años (029)",908,5103,4413,,86.5,,
"Desocupada (030)",209,268,256,9,95.5,3.4,
"De 12 a 14 años (031)",16,,,,,,
"De 15 a 19 años (032)",39,6,4,,66.7,,
"De 20 a 24 años (033)",49,15,14,2,93.3,13.3,
"De 25 a 29 años (034)",40,35,35,2,100,5.7,
"De 30 a 34 años (035)",21,44,43,3,97.7,6.8,
"De 35 a 39 años (036)",19,44,43,1,97.7,2.3,
