"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MOYOBAMBA (000)",107082,19830,13567,4323,69556
"Sin Nivel (001)",13057,3485,1070,334,8177
"Educación Inicial (002)",2970,1149,424,228,1183
"Primaria (003)",53514,10535,4242,1593,37201
"Secundaria (004)",26998,3999,3591,1112,18330
"Sup. no Univ. Incompleta (005)",2575,209,488,176,1706
"Sup. no Univ. Completa (006)",3983,200,1970,364,1481
"Sup. Univ. Incompleta (007)",1475,140,412,268,666
"Sup. Univ. Completa (008)",2510,113,1370,248,812
"Hombres (010)",55586,9687,6662,2316,37046
"Sin Nivel (011)",5515,1758,490,146,3127
"Educación Inicial (012)",1548,600,246,116,596
"Primaria (013)",27742,5009,2036,770,19956
"Secundaria (014)",15211,2021,1789,628,10799
"Sup. no Univ. Incompleta (015)",1254,84,215,105,853
"Sup. no Univ. Completa (016)",1949,79,900,219,770
"Sup. Univ. Incompleta (017)",877,79,207,172,428
"Sup. Univ. Completa (018)",1490,57,779,160,517
"Mujeres (020)",51496,10143,6905,2007,32510
"Sin Nivel (021)",7542,1727,580,188,5050
"Educación Inicial (022)",1422,549,178,112,587
"Primaria (023)",25772,5526,2206,823,17245
"Secundaria (024)",11787,1978,1802,484,7531
"Sup. no Univ. Incompleta (025)",1321,125,273,71,853
"Sup. no Univ. Completa (026)",2034,121,1070,145,711
"Sup. Univ. Incompleta (027)",598,61,205,96,238
"Sup. Univ. Completa (028)",1020,56,591,88,295
,,,,,
"URBANA (030)",64233,10945,12006,3471,37974
"Sin Nivel (031)",5571,1476,787,192,3123
"Educación Inicial (032)",1704,625,360,103,623
"Primaria (033)",26811,5296,3356,1138,17060
"Secundaria (034)",20059,2927,3342,1003,12817
"Sup. no Univ. Incompleta (035)",2397,189,478,170,1564
"Sup. no Univ. Completa (036)",3831,191,1925,354,1393
"Sup. Univ. Incompleta (037)",1395,130,402,264,610
"Sup. Univ. Completa (038)",2465,111,1356,247,784
"Hombres (040)",32325,5275,5828,1890,19436
"Sin Nivel (041)",2328,740,377,87,1129
"Educación Inicial (042)",883,312,212,56,307
"Primaria (043)",13092,2498,1561,540,8512
"Secundaria (044)",10769,1453,1630,563,7145
"Sup. no Univ. Incompleta (045)",1129,71,210,101,750
"Sup. no Univ. Completa (046)",1853,74,869,215,714
"Sup. Univ. Incompleta (047)",813,71,199,169,383
"Sup. Univ. Completa (048)",1458,56,770,159,496
"Mujeres (050)",31908,5670,6178,1581,18538
"Sin Nivel (051)",3243,736,410,105,1994
"Educación Inicial (052)",821,313,148,47,316
"Primaria (053)",13719,2798,1795,598,8548
"Secundaria (054)",9290,1474,1712,440,5672
"Sup. no Univ. Incompleta (055)",1268,118,268,69,814
"Sup. no Univ. Completa (056)",1978,117,1056,139,679
"Sup. Univ. Incompleta (057)",582,59,203,95,227
"Sup. Univ. Completa (058)",1007,55,586,88,288
,,,,,
"RURAL (060)",42849,8885,1561,852,31582
"Sin Nivel (061)",7486,2009,283,142,5054
"Educación Inicial (062)",1266,524,64,125,560
"Primaria (063)",26703,5239,886,455,20141
"Secundaria (064)",6939,1072,249,109,5513
"Sup. no Univ. Incompleta (065)",178,20,10,6,142
"Sup. no Univ. Completa (066)",152,9,45,10,88
"Sup. Univ. Incompleta (067)",80,10,10,4,56
"Sup. Univ. Completa (068)",45,2,14,1,28
"Hombres (070)",23261,4412,834,426,17610
"Sin Nivel (071)",3187,1018,113,59,1998
"Educación Inicial (072)",665,288,34,60,289
"Primaria (073)",14650,2511,475,230,11444
"Secundaria (074)",4442,568,159,65,3654
"Sup. no Univ. Incompleta (075)",125,13,5,4,103
"Sup. no Univ. Completa (076)",96,5,31,4,56
"Sup. Univ. Incompleta (077)",64,8,8,3,45
"Sup. Univ. Completa (078)",32,1,9,1,21
"Mujeres (080)",19588,4473,727,426,13972
"Sin Nivel (081)",4299,991,170,83,3056
"Educación Inicial (082)",601,236,30,65,271
"Primaria (083)",12053,2728,411,225,8697
"Secundaria (084)",2497,504,90,44,1859
"Sup. no Univ. Incompleta (085)",53,7,5,2,39
"Sup. no Univ. Completa (086)",56,4,14,6,32
"Sup. Univ. Incompleta (087)",16,2,2,1,11
"Sup. Univ. Completa (088)",13,1,5,,7
