"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUANCA SANCOS (000)",3004,31,1212,1019,309,108,46,26,3,,250
"Conviviente (001)",784,6,355,248,75,21,5,4,,,70
"Separado(a) (002)",125,2,48,52,10,6,1,1,,,5
"Casado(a) (003)",1315,9,519,481,134,53,24,12,2,,81
"Viudo(a) (004)",503,10,220,149,55,10,11,9,1,,38
"Divorciado(a) (005)",18,,6,8,2,1,,,,,1
"Soltero(a) (006)",259,4,64,81,33,17,5,,,,55
,,,,,,,,,,,
"URBANA (008)",2043,22,810,679,235,79,32,14,2,,170
"Conviviente (009)",506,4,220,157,54,18,4,2,,,47
"Separado(a) (010)",90,2,34,36,9,6,,,,,3
"Casado(a) (011)",925,8,362,337,97,35,17,8,2,,59
"Viudo(a) (012)",336,7,144,98,44,6,9,4,,,24
"Divorciado(a) (013)",10,,5,4,1,,,,,,
"Soltero(a) (014)",176,1,45,47,30,14,2,,,,37
,,,,,,,,,,,
"RURAL (016)",961,9,402,340,74,29,14,12,1,,80
"Conviviente (017)",278,2,135,91,21,3,1,2,,,23
"Separado(a) (018)",35,,14,16,1,,1,1,,,2
"Casado(a) (019)",390,1,157,144,37,18,7,4,,,22
"Viudo(a) (020)",167,3,76,51,11,4,2,5,1,,14
"Divorciado(a) (021)",8,,1,4,1,1,,,,,1
"Soltero(a) (022)",83,3,19,34,3,3,3,,,,18
