"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia LIMA (000)",3408878,1415612,504127,1069703,71884,71527,153917,122108
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",10875,8254,,,2621,,,
"Profes., científicos e intelectuales (002)",424336,332645,,78700,11901,1026,64,
"Técnicos de nivel medio y trab. asimilados (003)",341707,242752,,79476,16765,1486,1228,
"Jefes y empleados de oficina (004)",261233,259578,,558,7,1090,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",636624,268271,6669,303136,16476,41342,730,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",17465,149,458,15485,1369,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",419426,,212663,188688,12612,5463,,
"Obreros construc.,conf.,papel, fab., instr. (008)",390257,52872,127944,201473,5912,1974,82,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",624586,154809,128330,173498,2099,14037,151813,
"Otra (010)",47790,47790,,,,,,
"Ocupaciñn no especificada (011)",112471,48492,28063,28689,2122,5105,,
"Desocupado (012)",122108,,,,,,,122108
"Hombres (013)",2018280,770266,408539,688283,48095,25207,7245,70645
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",7156,5404,,,1752,,,
"Profes., científicos e intelectuales (015)",209926,152758,,47913,8769,481,5,
"Técnicos de nivel medio y trab. asimilados (016)",194966,129965,,53164,11054,757,26,
"Jefes y empleados de oficina (017)",125432,124849,,191,3,389,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",300930,145338,3366,135108,8349,8749,20,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",14110,136,424,12435,1111,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",316917,,158446,145376,9612,3483,,
"Obreros construc.,conf.,papel, fab., instr. (021)",366514,51725,118396,189437,5330,1544,82,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",299317,90513,106228,87147,866,7451,7112,
"Otra (023)",42382,42382,,,,,,
"Ocupaciñn no especificada (024)",69985,27196,21679,17512,1249,2349,,
"Desocupado (025)",70645,,,,,,,70645
"Mujeres (026)",1390598,645346,95588,381420,23789,46320,146672,51463
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3719,2850,,,869,,,
"Profes., científicos e intelectuales (028)",214410,179887,,30787,3132,545,59,
"Técnicos de nivel medio y trab. asimilados (029)",146741,112787,,26312,5711,729,1202,
"Jefes y empleados de oficina (030)",135801,134729,,367,4,701,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",335694,122933,3303,168028,8127,32593,710,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",3355,13,34,3050,258,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",102509,,54217,43312,3000,1980,,
"Obreros construc.,conf.,papel, fab., instr. (034)",23743,1147,9548,12036,582,430,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",325269,64296,22102,86351,1233,6586,144701,
"Otra (036)",5408,5408,,,,,,
"Ocupaciñn no especificada (037)",42486,21296,6384,11177,873,2756,,
"Desocupado (038)",51463,,,,,,,51463
,,,,,,,,
"URBANA (039)",3404560,1415201,502690,1067973,71814,71062,153819,122001
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",10873,8253,,,2620,,,
"Profes., científicos e intelectuales (041)",424229,332566,,78679,11894,1026,64,
"Técnicos de nivel medio y trab. asimilados (042)",341614,242696,,79448,16758,1485,1227,
"Jefes y empleados de oficina (043)",261183,259529,,558,7,1089,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",636278,268203,6658,302905,16470,41313,729,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",16477,146,442,14556,1329,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",419178,,212511,188599,12608,5460,,
"Obreros construc.,conf.,papel, fab., instr. (047)",389735,52839,127741,201193,5908,1972,82,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",622830,154710,127320,173364,2099,13620,151717,
"Otra (049)",47778,47778,,,,,,
"Ocupaciñn no especificada (050)",112384,48481,28018,28671,2121,5093,,
"Desocupado (051)",122001,,,,,,,122001
"Hombres (052)",2015203,770019,407412,686965,48040,24966,7235,70566
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",7155,5403,,,1752,,,
"Profes., científicos e intelectuales (054)",209884,152732,,47902,8764,481,5,
"Técnicos de nivel medio y trab. asimilados (055)",194907,129929,,53145,11051,756,26,
"Jefes y empleados de oficina (056)",125406,124823,,191,3,389,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",300795,145300,3362,135031,8346,8737,19,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",13265,133,409,11644,1075,4,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",316731,,158341,145301,9608,3481,,
"Obreros construc.,conf.,papel, fab., instr. (060)",366013,51693,118204,189166,5326,1542,82,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",298180,90444,105449,87085,866,7233,7103,
"Otra (062)",42371,42371,,,,,,
"Ocupaciñn no especificada (063)",69930,27191,21647,17500,1249,2343,,
"Desocupado (064)",70566,,,,,,,70566
"Mujeres (065)",1389357,645182,95278,381008,23774,46096,146584,51435
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3718,2850,,,868,,,
"Profes., científicos e intelectuales (067)",214345,179834,,30777,3130,545,59,
"Técnicos de nivel medio y trab. asimilados (068)",146707,112767,,26303,5707,729,1201,
"Jefes y empleados de oficina (069)",135777,134706,,367,4,700,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",335483,122903,3296,167874,8124,32576,710,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",3212,13,33,2912,254,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",102447,,54170,43298,3000,1979,,
"Obreros construc.,conf.,papel, fab., instr. (073)",23722,1146,9537,12027,582,430,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",324650,64266,21871,86279,1233,6387,144614,
"Otra (075)",5407,5407,,,,,,
"Ocupaciñn no especificada (076)",42454,21290,6371,11171,872,2750,,
"Desocupado (077)",51435,,,,,,,51435
,,,,,,,,
"RURAL (078)",4318,411,1437,1730,70,465,98,107
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",2,1,,,1,,,
"Profes., científicos e intelectuales (080)",107,79,,21,7,,,
"Técnicos de nivel medio y trab. asimilados (081)",93,56,,28,7,1,1,
"Jefes y empleados de oficina (082)",50,49,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",346,68,11,231,6,29,1,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",988,3,16,929,40,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",248,,152,89,4,3,,
