"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAJABAMBA (000)",20976,2206,3094,11631,146,3355,544
"Conviviente (001)",8977,687,1402,5864,73,835,116
"Separado(a) (002)",634,105,91,307,3,47,81
"Casado(a) (003)",4742,692,615,3014,42,320,59
"Viudo(a) (004)",592,19,56,419,6,63,29
"Divorciado(a) (005)",68,16,2,39,1,9,1
"Soltero(a) (006)",5963,687,928,1988,21,2081,258
"Hombres (008)",16823,1184,2803,10052,123,2631,30
"Conviviente (009)",7696,408,1317,5331,65,563,12
"Separado(a) (010)",175,26,35,104,1,8,1
"Casado(a) (011)",3899,413,568,2681,38,197,2
"Viudo(a) (012)",348,2,40,275,4,27,
"Divorciado(a) (013)",36,6,1,24,,5,
"Soltero(a) (014)",4669,329,842,1637,15,1831,15
"Mujeres (016)",4153,1022,291,1579,23,724,514
"Conviviente (017)",1281,279,85,533,8,272,104
"Separado(a) (018)",459,79,56,203,2,39,80
"Casado(a) (019)",843,279,47,333,4,123,57
"Viudo(a) (020)",244,17,16,144,2,36,29
"Divorciado(a) (021)",32,10,1,15,1,4,1
"Soltero(a) (022)",1294,358,86,351,6,250,243
,,,,,,,
"URBANA (024)",5829,1878,718,2563,67,330,273
"Conviviente (025)",2089,565,316,1031,32,93,52
"Separado(a) (026)",280,88,22,133,1,10,26
"Casado(a) (027)",1675,621,170,752,17,85,30
"Viudo(a) (028)",140,17,11,90,2,8,12
"Divorciado(a) (029)",32,14,,16,1,1,
"Soltero(a) (030)",1613,573,199,541,14,133,153
"Hombres (032)",3585,1010,644,1709,50,160,12
"Conviviente (033)",1440,341,296,745,26,27,5
"Separado(a) (034)",51,23,6,22,,,
"Casado(a) (035)",1103,368,156,528,14,35,2
"Viudo(a) (036)",32,1,6,23,1,1,
"Divorciado(a) (037)",12,4,,8,,,
"Soltero(a) (038)",947,273,180,383,9,97,5
"Mujeres (040)",2244,868,74,854,17,170,261
"Conviviente (041)",649,224,20,286,6,66,47
"Separado(a) (042)",229,65,16,111,1,10,26
"Casado(a) (043)",572,253,14,224,3,50,28
"Viudo(a) (044)",108,16,5,67,1,7,12
"Divorciado(a) (045)",20,10,,8,1,1,
"Soltero(a) (046)",666,300,19,158,5,36,148
,,,,,,,
"RURAL (048)",15147,328,2376,9068,79,3025,271
"Conviviente (049)",6888,122,1086,4833,41,742,64
"Separado(a) (050)",354,17,69,174,2,37,55
"Casado(a) (051)",3067,71,445,2262,25,235,29
"Viudo(a) (052)",452,2,45,329,4,55,17
"Divorciado(a) (053)",36,2,2,23,,8,1
"Soltero(a) (054)",4350,114,729,1447,7,1948,105
"Hombres (056)",13238,174,2159,8343,73,2471,18
"Conviviente (057)",6256,67,1021,4586,39,536,7
"Separado(a) (058)",124,3,29,82,1,8,1
"Casado(a) (059)",2796,45,412,2153,24,162,
"Viudo(a) (060)",316,1,34,252,3,26,
"Divorciado(a) (061)",24,2,1,16,,5,
"Soltero(a) (062)",3722,56,662,1254,6,1734,10
"Mujeres (064)",1909,154,217,725,6,554,253
"Conviviente (065)",632,55,65,247,2,206,57
"Separado(a) (066)",230,14,40,92,1,29,54
"Casado(a) (067)",271,26,33,109,1,73,29
"Viudo(a) (068)",136,1,11,77,1,29,17
"Divorciado(a) (069)",12,,1,7,,3,1
"Soltero(a) (070)",628,58,67,193,1,214,95
