"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PUERTO INCA (000)",11220,502,4315,3634,2295,474
"Agric., ganadería, caza y silvicultura (001)",8249,402,3190,2538,1725,394
"Pesca (002)",9,3,1,2,3,
"Explotación de minas y canteras (003)",79,1,39,20,17,2
"Industrias manufactureras (004)",194,1,58,77,52,6
"Suministro de electricidad, gas y agua (005)",2,,1,1,,
"Construcción (006)",166,1,51,70,39,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",448,11,146,183,92,16
"Venta, mant.y rep. veh.autom.y motoc. (008)",41,,15,15,7,4
"Comercio al por mayor (009)",19,1,5,7,6,
"Comercio al por menor (010)",388,10,126,161,79,12
"Hoteles y restaurantes (011)",200,11,65,69,49,6
"Trans., almac. y comunicaciones (012)",165,,69,60,34,2
"Intermediación financiera (013)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (014)",29,,14,9,6,
"Admin.pub. y defensa; p. segur.soc afil (015)",177,,61,80,36,
"Enseñanza (016)",355,,85,211,58,1
"Servicios sociales y de salud (017)",87,,31,43,13,
"Otras activ. serv.comun.soc y personales (018)",54,,21,25,7,1
"Hogares privados con servicio doméstico (019)",200,15,124,39,20,2
"Actividad economica no especificada (021)",172,,72,57,32,11
"Desocupado (022)",632,57,286,150,111,28
"Hombres (023)",9064,338,3502,2906,1909,409
"Agric., ganadería, caza y silvicultura (024)",7129,287,2804,2194,1499,345
"Pesca (025)",7,2,1,2,2,
"Explotación de minas y canteras (026)",75,1,38,18,17,1
"Industrias manufactureras (027)",178,1,53,75,43,6
"Suministro de electricidad, gas y agua (028)",2,,1,1,,
"Construcción (029)",164,1,50,69,39,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",252,4,75,96,63,14
"Venta, mant.y rep. veh.autom.y motoc. (031)",36,,11,15,6,4
"Comercio al por mayor (032)",15,1,4,4,6,
"Comercio al por menor (033)",201,3,60,77,51,10
"Hoteles y restaurantes (034)",29,1,12,9,4,3
"Trans., almac. y comunicaciones (035)",155,,64,55,34,2
"Intermediación financiera (036)",1,,,,1,
"Activid.inmobil., empres. y alquileres (037)",23,,10,7,6,
"Admin.pub. y defensa; p. segur.soc afil (038)",153,,50,70,33,
"Enseñanza (039)",191,,36,113,41,1
"Servicios sociales y de salud (040)",40,,12,20,8,
"Otras activ. serv.comun.soc y personales (041)",24,,9,11,3,1
