"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia MARISCAL NIETO",,,,,,,
"Hogares (001)",23565,1672,460,183,627,606,20418
"Ocupantes presentes (002)",71151,5502,1442,702,2186,2212,60515
"Casa independiente",,,,,,,
"Hogares (004)",20588,1519,419,172,573,543,17719
"Ocupantes presentes (005)",63701,5093,1345,674,2039,2043,53803
"Departamento en edificio",,,,,,,
"Hogares (007)",239,9,1,1,4,,226
"Ocupantes presentes (008)",684,31,1,3,9,,646
"Vivienda en quinta",,,,,,,
"Hogares (010)",74,10,1,,,3,62
"Ocupantes presentes (011)",219,37,4,,,8,179
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",71,12,1,1,1,3,58
"Ocupantes presentes (014)",207,35,2,2,2,4,171
"Choza o cabaña",,,,,,,
"Hogares (016)",938,43,22,4,21,24,842
"Ocupantes presentes (017)",2311,109,46,11,50,60,2070
"Vivienda improvisada",,,,,,,
"Hogares (019)",1613,76,16,5,28,30,1475
"Ocupantes presentes (020)",3951,188,44,12,86,91,3583
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",26,1,,,,1,24
"Ocupantes presentes (023)",58,7,,,,3,48
"Otro tipo",,,,,,,
"Hogares (025)",16,2,,,,2,12
"Ocupantes presentes (026)",20,2,,,,3,15
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",20142,1552,376,148,547,530,17343
"Ocupantes presentes (029)",61771,5174,1212,592,1930,1944,52190
"Casa independiente",,,,,,,
"Hogares (031)",18114,1444,357,141,514,493,15493
"Ocupantes presentes (032)",56647,4876,1161,575,1833,1838,47558
"Departamento en edificio",,,,,,,
"Hogares (034)",239,9,1,1,4,,226
"Ocupantes presentes (035)",684,31,1,3,9,,646
"Vivienda en quinta",,,,,,,
"Hogares (037)",74,10,1,,,3,62
"Ocupantes presentes (038)",219,37,4,,,8,179
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",71,12,1,1,1,3,58
"Ocupantes presentes (041)",207,35,2,2,2,4,171
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",1613,76,16,5,28,30,1475
"Ocupantes presentes (047)",3951,188,44,12,86,91,3583
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",26,1,,,,1,24
"Ocupantes presentes (050)",58,7,,,,3,48
"Otro tipo",,,,,,,
"Hogares (052)",5,,,,,,5
"Ocupantes presentes (053)",5,,,,,,5
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",3423,120,84,35,80,76,3075
"Ocupantes presentes (056)",9380,328,230,110,256,268,8325
"Casa independiente",,,,,,,
"Hogares (058)",2474,75,62,31,59,50,2226
"Ocupantes presentes (059)",7054,217,184,99,206,205,6245
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",938,43,22,4,21,24,842
"Ocupantes presentes (071)",2311,109,46,11,50,60,2070
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Hogares (079)",11,2,,,,2,7
"Ocupantes presentes (080)",15,2,,,,3,10
