"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PUERTO INCA (000)",28541,9242,1179,502,17644
"Quechua (001)",1582,189,42,10,1343
"Aymara (002)",81,13,3,3,65
"Asháninka (003)",545,198,3,1,344
"Otra lengua nativa (004)",731,176,113,107,337
"Castellano (005)",25541,8657,1015,380,15507
"Idioma Extranjero (006)",2,,,,2
"Es Sordomudo/a (007)",59,9,3,1,46
"Hombres (009)",15722,4662,617,308,10153
"Quechua (010)",876,92,31,7,748
"Aymara (011)",47,10,2,3,35
"Asháninka (012)",243,81,2,1,160
"Otra lengua nativa (013)",365,77,61,52,177
"Castellano (014)",14154,4397,520,244,9003
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",36,5,1,1,29
"Mujeres (018)",12819,4580,562,194,7491
"Quechua (019)",706,97,11,3,595
"Aymara (020)",34,3,1,,30
"Asháninka (021)",302,117,1,,184
"Otra lengua nativa (022)",366,99,52,55,160
"Castellano (023)",11387,4260,495,136,6504
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",23,4,2,,17
,,,,,
"URBANA (027)",5764,1687,508,130,3442
"Quechua (028)",176,15,14,1,146
"Aymara (029)",11,,1,,10
"Asháninka (030)",13,4,,,9
"Otra lengua nativa (031)",12,4,,,8
"Castellano (032)",5547,1663,493,129,3265
"Idioma Extranjero (033)",1,,,,1
"Es Sordomudo/a (034)",4,1,,,3
"Hombres (036)",2997,821,257,89,1833
"Quechua (037)",98,9,10,1,78
"Aymara (038)",4,,1,,3
"Asháninka (039)",4,1,,,3
"Otra lengua nativa (040)",7,3,,,4
"Castellano (041)",2882,808,246,88,1743
"Es Sordomudo/a (043)",2,,,,2
"Mujeres (045)",2767,866,251,41,1609
"Quechua (046)",78,6,4,,68
"Aymara (047)",7,,,,7
"Asháninka (048)",9,3,,,6
"Otra lengua nativa (049)",5,1,,,4
"Castellano (050)",2665,855,247,41,1522
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",2,1,,,1
,,,,,
"RURAL (054)",22777,7555,671,372,14202
"Quechua (055)",1406,174,28,9,1197
"Aymara (056)",70,13,2,3,55
"Asháninka (057)",532,194,3,1,335
"Otra lengua nativa (058)",719,172,113,107,329
"Castellano (059)",19994,6994,522,251,12242
"Idioma Extranjero (060)",1,,,,1
"Es Sordomudo/a (061)",55,8,3,1,43
"Hombres (063)",12725,3841,360,219,8320
"Quechua (064)",778,83,21,6,670
"Aymara (065)",43,10,1,3,32
"Asháninka (066)",239,80,2,1,157
"Otra lengua nativa (067)",358,74,61,52,173
"Castellano (068)",11272,3589,274,156,7260
"Idioma Extranjero (069)",1,,,,1
"Es Sordomudo/a (070)",34,5,1,1,27
"Mujeres (072)",10052,3714,311,153,5882
"Quechua (073)",628,91,7,3,527
"Aymara (074)",27,3,1,,23
"Asháninka (075)",293,114,1,,178
"Otra lengua nativa (076)",361,98,52,55,156
"Castellano (077)",8722,3405,248,95,4982
"Es Sordomudo/a (079)",21,3,2,,16
