"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia LAMPA",,,,,,,,,
"Viviendas particulares (001)",13072,2471,262,178,2,4292,5356,342,169
"Ocupantes presentes (002)",46649,9998,1002,564,5,14352,19231,1001,496
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8181,2441,258,166,2,2571,2423,238,82
"Ocupantes presentes (005)",29799,9871,994,534,5,8733,8754,692,216
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,4,,,,,,,
"Ocupantes presentes (008)",15,15,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",9,7,1,,,,,1,
"Ocupantes presentes (011)",19,16,1,,,,,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",131,14,3,,,2,110,1,1
"Ocupantes presentes (014)",504,61,7,,,12,419,2,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4731,,,12,,1718,2816,101,84
"Ocupantes presentes (017)",16250,,,30,,5606,10041,301,272
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,,,,1,
"Ocupantes presentes (020)",6,2,,,,,,4,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",11,4,,,,,7,,
"Ocupantes presentes (023)",50,33,,,,,17,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,1,,,2
"Ocupantes presentes (026)",6,,,,,1,,,5
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4749,2404,238,79,2,289,1492,180,65
"Ocupantes presentes (029)",18125,9727,936,281,5,970,5542,489,175
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4594,2374,234,79,2,287,1378,177,63
"Ocupantes presentes (032)",17533,9600,928,281,5,958,5112,481,168
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,4,,,,,,,
"Ocupantes presentes (035)",15,15,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",9,7,1,,,,,1,
"Ocupantes presentes (038)",19,16,1,,,,,2,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",131,14,3,,,2,110,1,1
"Ocupantes presentes (041)",504,61,7,,,12,419,2,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,,,,1,
"Ocupantes presentes (047)",6,2,,,,,,4,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,4,,,,,4,,
"Ocupantes presentes (050)",44,33,,,,,11,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",4,,,,,,,,4
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8323,67,24,99,,4003,3864,162,104
"Ocupantes presentes (056)",28524,271,66,283,,13382,13689,512,321
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3587,67,24,87,,2284,1045,61,19
"Ocupantes presentes (059)",12266,271,66,253,,7775,3642,211,48
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4731,,,12,,1718,2816,101,84
"Ocupantes presentes (071)",16250,,,30,,5606,10041,301,272
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,,,,,3,,
"Ocupantes presentes (077)",6,,,,,,6,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,1,,,1
"Ocupantes presentes (080)",2,,,,,1,,,1
