"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia YAUYOS",,,,,,,,,
"Hogares (001)",7926,272,98,52,37,23,19,15,7410
"Ocupantes presentes (002)",25093,619,239,151,138,87,78,90,23691
"Casa independiente",,,,,,,,,
"Hogares (004)",7348,255,95,50,36,23,17,15,6857
"Ocupantes presentes (005)",23502,579,229,145,137,87,66,90,22169
"Departamento en edificio",,,,,,,,,
"Hogares (007)",6,1,,,,,,,5
"Ocupantes presentes (008)",13,1,,,,,,,12
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",30,1,1,,,,,,28
"Ocupantes presentes (011)",103,1,6,,,,,,96
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",136,5,,1,,,,,130
"Ocupantes presentes (014)",407,16,,3,,,,,388
"Choza o cabaña",,,,,,,,,
"Hogares (016)",344,5,2,1,1,,2,,333
"Ocupantes presentes (017)",869,7,4,3,1,,12,,842
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",43,5,,,,,,,38
"Ocupantes presentes (020)",146,15,,,,,,,131
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",8,,,,,,,,8
"Ocupantes presentes (023)",24,,,,,,,,24
"Otro tipo",,,,,,,,,
"Hogares (025)",11,,,,,,,,11
"Ocupantes presentes (026)",29,,,,,,,,29
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4864,185,71,30,20,12,10,8,4528
"Ocupantes presentes (029)",15451,438,170,91,70,46,29,46,14561
"Casa independiente",,,,,,,,,
"Hogares (031)",4633,173,70,29,20,12,10,8,4311
"Ocupantes presentes (032)",14734,405,164,88,70,46,29,46,13886
"Departamento en edificio",,,,,,,,,
"Hogares (034)",6,1,,,,,,,5
"Ocupantes presentes (035)",13,1,,,,,,,12
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",30,1,1,,,,,,28
"Ocupantes presentes (038)",103,1,6,,,,,,96
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",136,5,,1,,,,,130
"Ocupantes presentes (041)",407,16,,3,,,,,388
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",43,5,,,,,,,38
"Ocupantes presentes (047)",146,15,,,,,,,131
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",6,,,,,,,,6
"Ocupantes presentes (050)",20,,,,,,,,20
"Otro tipo",,,,,,,,,
"Hogares (052)",10,,,,,,,,10
"Ocupantes presentes (053)",28,,,,,,,,28
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3062,87,27,22,17,11,9,7,2882
"Ocupantes presentes (056)",9642,181,69,60,68,41,49,44,9130
"Casa independiente",,,,,,,,,
"Hogares (058)",2715,82,25,21,16,11,7,7,2546
"Ocupantes presentes (059)",8768,174,65,57,67,41,37,44,8283
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",344,5,2,1,1,,2,,333
"Ocupantes presentes (071)",869,7,4,3,1,,12,,842
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
