"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAMALIES (000)",22419,21943,6670,2471,2353,1894,3149,2404,1733,1269,476,71189
"De 12 a 14 años (001)",2844,2819,2808,9,2,,,,,,25,13
"De 15 a 19 años (002)",3080,3029,2482,466,69,9,3,,,,51,643
"De 20 a 24 años (003)",2442,2275,620,919,560,139,31,6,,,167,2631
"De 25 a 29 años (004)",2139,2048,209,462,627,448,273,26,3,,91,4409
"De 30 a 34 años (005)",1950,1908,148,198,397,384,575,180,21,5,42,6029
"De 35 a 39 años (006)",1991,1967,89,106,261,336,622,416,120,17,24,8252
"De 40 a 44 años (007)",1775,1756,66,66,132,188,485,438,270,111,19,9335
"De 45 a 49 años (008)",1376,1368,49,45,60,118,295,334,289,178,8,8443
"De 50 y más años (009)",4822,4773,199,200,245,272,865,1004,1030,958,49,31434
"PEA (010)",4696,4493,960,633,606,502,719,522,345,206,203,15111
"De 12 a 14 años (011)",92,90,89,1,,,,,,,2,1
"De 15 a 19 años (012)",419,401,309,76,14,2,,,,,18,110
"De 20 a 24 años (013)",580,512,193,191,96,26,6,,,,68,489
"De 25 a 29 años (014)",583,529,121,142,125,96,39,5,1,,54,889
"De 30 a 34 años (015)",538,514,85,82,120,83,106,34,3,1,24,1276
"De 35 a 39 años (016)",584,572,56,47,109,95,163,80,20,2,12,1967
"De 40 a 44 años (017)",522,513,37,26,59,82,136,92,61,20,9,2303
"De 45 a 49 años (018)",416,413,29,21,27,55,83,90,70,38,3,2211
"De 50 y más años (019)",962,949,41,47,56,63,186,221,190,145,13,5865
"Ocupada (020)",4152,3973,685,582,571,480,677,482,309,187,179,13954
"De 12 a 14 años (021)",70,68,68,,,,,,,,2,
"De 15 a 19 años (022)",336,319,241,63,13,2,,,,,17,95
