"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PISCO (000)",2743,463,2280
"Sin nivel (001)",37,3,34
"Educación inicial (002)",3,1,2
"Primaria (003)",412,35,377
"Secundaria (004)",1299,250,1049
"Superior no univ. incompleta (005)",225,52,173
"Superior no univ. completa (006)",431,67,364
"Superior univ. incompleta (007)",123,21,102
"Superior univ. completa (008)",213,34,179
"Hombres (010)",1823,252,1571
"Sin nivel (011)",24,2,22
"Educación inicial (012)",2,1,1
"Primaria (013)",309,21,288
"Secundaria (014)",929,148,781
"Superior no univ. incompleta (015)",128,24,104
"Superior no univ. completa (016)",223,28,195
"Superior univ. incompleta (017)",78,11,67
"Superior univ. completa (018)",130,17,113
"Mujeres (020)",920,211,709
"Sin nivel (021)",13,1,12
"Educación inicial (022)",1,,1
"Primaria (023)",103,14,89
"Secundaria (024)",370,102,268
"Superior no univ. incompleta (025)",97,28,69
"Superior no univ. completa (026)",208,39,169
"Superior univ. incompleta (027)",45,10,35
"Superior univ. completa (028)",83,17,66
,,,
"AREA URBANA (030)",2597,431,2166
"Sin nivel (031)",30,2,28
"Educación inicial (032)",3,1,2
"Primaria (033)",385,31,354
"Secundaria (034)",1222,235,987
"Superior no univ. incompleta (035)",218,49,169
"Superior no univ. completa (036)",418,64,354
"Superior univ. incompleta (037)",119,20,99
"Superior univ. completa (038)",202,29,173
"Hombres (040)",1721,235,1486
"Sin nivel (041)",18,1,17
"Educación inicial (042)",2,1,1
"Primaria (043)",289,19,270
"Secundaria (044)",875,140,735
"Superior no univ. incompleta (045)",124,23,101
"Superior no univ. completa (046)",216,28,188
"Superior univ. incompleta (047)",77,11,66
"Superior univ. completa (048)",120,12,108
"Mujeres (050)",876,196,680
"Sin nivel (051)",12,1,11
"Educación inicial (052)",1,,1
"Primaria (053)",96,12,84
"Secundaria (054)",347,95,252
"Superior no univ. incompleta (055)",94,26,68
"Superior no univ. completa (056)",202,36,166
"Superior univ. incompleta (057)",42,9,33
"Superior univ. completa (058)",82,17,65
,,,
"AREA RURAL (060)",146,32,114
"Sin nivel (061)",7,1,6
"Primaria (063)",27,4,23
"Secundaria (064)",77,15,62
"Superior no univ. incompleta (065)",7,3,4
"Superior no univ. completa (066)",13,3,10
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",11,5,6
"Hombres (070)",102,17,85
"Sin nivel (071)",6,1,5
"Primaria (073)",20,2,18
"Secundaria (074)",54,8,46
"Superior no univ. incompleta (075)",4,1,3
"Superior no univ. completa (076)",7,,7
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",10,5,5
"Mujeres (080)",44,15,29
"Sin nivel (081)",1,,1
"Primaria (083)",7,2,5
"Secundaria (084)",23,7,16
"Superior no univ. incompleta (085)",3,2,1
"Superior no univ. completa (086)",6,3,3
"Superior univ. incompleta (087)",3,1,2
"Superior univ. completa (088)",1,,1
