"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia AYABACA",,,,,,,
"Hogares (001)",30035,562,305,492,481,707,27736
"Ocupantes presentes (002)",137605,2355,1307,2679,2372,3586,126543
"Casa independiente",,,,,,,
"Hogares (004)",29425,555,300,481,469,693,27169
"Ocupantes presentes (005)",135027,2331,1284,2631,2331,3526,124131
"Departamento en edificio",,,,,,,
"Hogares (007)",2,,,,,,2
"Ocupantes presentes (008)",4,,,,,,4
"Vivienda en quinta",,,,,,,
"Hogares (010)",25,2,,1,3,,19
"Ocupantes presentes (011)",76,10,,3,12,,51
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",28,1,,,,,27
"Ocupantes presentes (014)",79,1,,,,,78
"Choza o cabaña",,,,,,,
"Hogares (016)",533,4,5,10,9,13,498
"Ocupantes presentes (017)",2342,13,23,45,29,58,2204
"Vivienda improvisada",,,,,,,
"Hogares (019)",2,,,,,,2
"Ocupantes presentes (020)",10,,,,,,10
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",17,,,,,1,16
"Ocupantes presentes (023)",59,,,,,2,57
"Otro tipo",,,,,,,
"Hogares (025)",3,,,,,,3
"Ocupantes presentes (026)",8,,,,,,8
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",3765,152,48,45,75,73,3406
"Ocupantes presentes (029)",15093,665,213,229,334,361,13470
"Casa independiente",,,,,,,
"Hogares (031)",3705,149,48,44,72,73,3353
"Ocupantes presentes (032)",14916,654,213,226,322,361,13319
"Departamento en edificio",,,,,,,
"Hogares (034)",2,,,,,,2
"Ocupantes presentes (035)",4,,,,,,4
"Vivienda en quinta",,,,,,,
"Hogares (037)",25,2,,1,3,,19
"Ocupantes presentes (038)",76,10,,3,12,,51
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",28,1,,,,,27
"Ocupantes presentes (041)",79,1,,,,,78
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",2,,,,,,2
"Ocupantes presentes (047)",10,,,,,,10
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Hogares (052)",3,,,,,,3
"Ocupantes presentes (053)",8,,,,,,8
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",26270,410,257,447,406,634,24330
"Ocupantes presentes (056)",122512,1690,1094,2450,2038,3225,113073
"Casa independiente",,,,,,,
"Hogares (058)",25720,406,252,437,397,620,23816
"Ocupantes presentes (059)",120111,1677,1071,2405,2009,3165,110812
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",533,4,5,10,9,13,498
"Ocupantes presentes (071)",2342,13,23,45,29,58,2204
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",17,,,,,1,16
"Ocupantes presentes (077)",59,,,,,2,57
"Otro tipo",,,,,,,
