"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia HUAYTARA (000)",9670,7737,1933
"De 3 a 5 años (001)",1591,118,1473
"De 6 a 11 años (002)",3211,2838,373
"De 12 a 16 años (003)",2309,2286,23
"De 17 a 24 años (004)",2559,2495,64
"Hombres (005)",4976,4010,966
"De 3 a 5 años (006)",824,64,760
"De 6 a 11 años (007)",1625,1444,181
"De 12 a 16 años (008)",1217,1207,10
"De 17 a 24 años (009)",1310,1295,15
"Mujeres (010)",4694,3727,967
"De 3 a 5 años (011)",767,54,713
"De 6 a 11 años (012)",1586,1394,192
"De 12 a 16 años (013)",1092,1079,13
"De 17 a 24 años (014)",1249,1200,49
,,,
"URBANA (015)",2959,2499,460
"De 3 a 5 años (016)",420,35,385
"De 6 a 11 años (017)",902,840,62
"De 12 a 16 años (018)",772,769,3
"De 17 a 24 años (019)",865,855,10
"Hombres (020)",1542,1285,257
"De 3 a 5 años (021)",229,18,211
"De 6 a 11 años (022)",448,410,38
"De 12 a 16 años (023)",419,417,2
"De 17 a 24 años (024)",446,440,6
"Mujeres (025)",1417,1214,203
"De 3 a 5 años (026)",191,17,174
"De 6 a 11 años (027)",454,430,24
"De 12 a 16 años (028)",353,352,1
"De 17 a 24 años (029)",419,415,4
,,,
"RURAL (030)",6711,5238,1473
"De 3 a 5 años (031)",1171,83,1088
"De 6 a 11 años (032)",2309,1998,311
"De 12 a 16 años (033)",1537,1517,20
"De 17 a 24 años (034)",1694,1640,54
"Hombres (035)",3434,2725,709
"De 3 a 5 años (036)",595,46,549
"De 6 a 11 años (037)",1177,1034,143
"De 12 a 16 años (038)",798,790,8
"De 17 a 24 años (039)",864,855,9
"Mujeres (040)",3277,2513,764
"De 3 a 5 años (041)",576,37,539
"De 6 a 11 años (042)",1132,964,168
"De 12 a 16 años (043)",739,727,12
"De 17 a 24 años (044)",830,785,45
