"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PACHITEA (000)",16572,692,2448,9985,398,2893,156
"Conviviente (001)",5867,202,893,4203,146,402,21
"Separado(a) (002)",465,24,107,289,6,30,9
"Casado(a) (003)",4695,188,414,3642,139,306,6
"Viudo(a) (004)",589,3,63,452,18,50,3
"Divorciado(a) (005)",83,2,17,52,5,4,3
"Soltero(a) (006)",4873,273,954,1347,84,2101,114
"Hombres (008)",14420,393,2313,8918,383,2369,44
"Conviviente (009)",5316,125,861,3907,144,274,5
"Separado(a) (010)",281,14,93,154,3,15,2
"Casado(a) (011)",4173,113,386,3379,134,160,1
"Viudo(a) (012)",429,2,53,320,18,35,1
"Divorciado(a) (013)",65,2,17,36,4,3,3
"Soltero(a) (014)",4156,137,903,1122,80,1882,32
"Mujeres (016)",2152,299,135,1067,15,524,112
"Conviviente (017)",551,77,32,296,2,128,16
"Separado(a) (018)",184,10,14,135,3,15,7
"Casado(a) (019)",522,75,28,263,5,146,5
"Viudo(a) (020)",160,1,10,132,,15,2
"Divorciado(a) (021)",18,,,16,1,1,
"Soltero(a) (022)",717,136,51,225,4,219,82
,,,,,,,
"URBANA (024)",2572,428,408,1469,24,193,50
"Conviviente (025)",990,134,162,629,9,53,3
"Separado(a) (026)",108,21,5,75,2,3,2
"Casado(a) (027)",708,115,83,450,8,50,2
"Viudo(a) (028)",67,1,7,59,,,
"Divorciado(a) (029)",18,2,2,11,2,1,
"Soltero(a) (030)",681,155,149,245,3,86,43
"Hombres (032)",1903,245,389,1132,18,109,10
"Conviviente (033)",782,80,157,515,7,23,
"Separado(a) (034)",44,12,4,26,1,1,
"Casado(a) (035)",528,66,77,362,6,16,1
"Viudo(a) (036)",39,1,7,31,,,
"Divorciado(a) (037)",12,2,2,6,1,1,
"Soltero(a) (038)",498,84,142,192,3,68,9
"Mujeres (040)",669,183,19,337,6,84,40
"Conviviente (041)",208,54,5,114,2,30,3
"Separado(a) (042)",64,9,1,49,1,2,2
"Casado(a) (043)",180,49,6,88,2,34,1
"Viudo(a) (044)",28,,,28,,,
"Divorciado(a) (045)",6,,,5,1,,
"Soltero(a) (046)",183,71,7,53,,18,34
,,,,,,,
"RURAL (048)",14000,264,2040,8516,374,2700,106
"Conviviente (049)",4877,68,731,3574,137,349,18
"Separado(a) (050)",357,3,102,214,4,27,7
"Casado(a) (051)",3987,73,331,3192,131,256,4
"Viudo(a) (052)",522,2,56,393,18,50,3
"Divorciado(a) (053)",65,,15,41,3,3,3
"Soltero(a) (054)",4192,118,805,1102,81,2015,71
"Hombres (056)",12517,148,1924,7786,365,2260,34
"Conviviente (057)",4534,45,704,3392,137,251,5
"Separado(a) (058)",237,2,89,128,2,14,2
"Casado(a) (059)",3645,47,309,3017,128,144,
"Viudo(a) (060)",390,1,46,289,18,35,1
"Divorciado(a) (061)",53,,15,30,3,2,3
"Soltero(a) (062)",3658,53,761,930,77,1814,23
"Mujeres (064)",1483,116,116,730,9,440,72
"Conviviente (065)",343,23,27,182,,98,13
"Separado(a) (066)",120,1,13,86,2,13,5
"Casado(a) (067)",342,26,22,175,3,112,4
"Viudo(a) (068)",132,1,10,104,,15,2
"Divorciado(a) (069)",12,,,11,,1,
"Soltero(a) (070)",534,65,44,172,4,201,48
