"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARATA (000)",3074,2971,697,471,464,347,491,278,144,79,103,8469
"De 12 a 14 años (001)",195,194,194,,,,,,,,1,
"De 15 a 19 años (002)",301,296,242,47,6,1,,,,,5,62
"De 20 a 24 años (003)",305,279,113,112,42,10,2,,,,26,234
"De 25 a 29 años (004)",290,256,40,104,68,33,9,1,1,,34,393
"De 30 a 34 años (005)",248,233,16,58,97,36,20,5,1,,15,486
"De 35 a 39 años (006)",250,242,12,42,80,48,49,9,2,,8,628
"De 40 a 44 años (007)",228,225,14,26,50,55,52,20,7,1,3,709
"De 45 a 49 años (008)",218,215,15,19,36,39,60,32,10,4,3,805
"De 50 y más años (009)",1039,1031,51,63,85,125,299,211,123,74,8,5152
"PEA (010)",1772,1707,254,308,315,230,306,172,81,41,65,5215
"De 12 a 14 años (011)",22,22,22,,,,,,,,,
"De 15 a 19 años (012)",90,88,66,18,4,,,,,,2,26
"De 20 a 24 años (013)",182,166,68,71,24,3,,,,,16,128
"De 25 a 29 años (014)",196,173,32,76,43,19,2,1,,,23,234
"De 30 a 34 años (015)",165,155,11,45,63,21,11,3,1,,10,306
"De 35 a 39 años (016)",192,187,11,32,66,34,37,5,2,,5,472
"De 40 a 44 años (017)",166,163,11,16,39,40,39,13,5,,3,505
"De 45 a 49 años (018)",155,154,11,13,26,28,42,25,7,2,1,575
"De 50 y más años (019)",604,599,22,37,50,85,175,125,66,39,5,2969
"Ocupada (020)",1707,1648,239,291,308,224,300,167,79,40,59,5081
"De 12 a 14 años (021)",21,21,21,,,,,,,,,
"De 15 a 19 años (022)",87,85,64,17,4,,,,,,2,25
"De 20 a 24 años (023)",166,151,60,66,22,3,,,,,15,119
