"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia QUISPICANCHI (000)",26385,21287,2010,1085,2003
"Sin nivel (001)",3551,3406,102,27,16
"Educación inicial (002)",49,46,3,,
"Primaria (003)",12230,10878,800,236,316
"Secundaria (004)",7474,5606,716,446,706
"Superior no univ. incompleta (005)",670,383,73,53,161
"Superior no univ. completa (006)",1010,401,140,152,317
"Superior univ. incompleta (007)",487,254,50,30,153
"Superior univ. completa (008)",914,313,126,141,334
"De 06 a 14 años (010)",757,698,51,7,1
"Sin nivel (011)",20,20,,,
"Educación inicial (012)",12,12,,,
"Primaria (013)",555,518,33,4,
"Secundaria (014)",170,148,18,3,1
"De 15 a 29 años (020)",8529,6785,728,373,643
"Sin nivel (021)",380,362,12,3,3
"Educación inicial (022)",20,20,,,
"Primaria (023)",3393,3052,197,60,84
"Secundaria (024)",3604,2775,366,198,265
"Superior no univ. incompleta (025)",335,202,46,29,58
"Superior no univ. completa (026)",415,210,57,48,100
"Superior univ. incompleta (027)",169,98,22,9,40
"Superior univ. completa (028)",213,66,28,26,93
"De 30 a 44 años (030)",9058,6951,757,474,876
"Sin nivel (031)",958,906,34,12,6
"Educación inicial (032)",17,14,3,,
"Primaria (033)",4318,3767,323,101,127
"Secundaria (034)",2457,1784,231,170,272
"Superior no univ. incompleta (035)",252,128,23,20,81
"Superior no univ. completa (036)",453,133,65,89,166
"Superior univ. incompleta (037)",189,90,17,13,69
"Superior univ. completa (038)",414,129,61,69,155
"De 45 a 64 años (040)",6175,5090,410,220,455
"Sin nivel (041)",1348,1285,48,11,4
"Primaria (043)",3079,2721,203,64,91
"Secundaria (044)",1144,813,94,75,162
"Superior no univ. incompleta (045)",78,49,4,3,22
"Superior no univ. completa (046)",134,54,15,15,50
"Superior univ. incompleta (047)",124,62,10,8,44
"Superior univ. completa (048)",268,106,36,44,82
"De 65 y más años (050)",1866,1763,64,11,28
"Sin nivel (051)",845,833,8,1,3
"Primaria (053)",885,820,44,7,14
"Secundaria (054)",99,86,7,,6
"Superior no univ. incompleta (055)",5,4,,1,
"Superior no univ. completa (056)",8,4,3,,1
"Superior univ. incompleta (057)",5,4,1,,
"Superior univ. completa (058)",19,12,1,2,4
,,,,,
