"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia POMABAMBA",,,,,,,,,
"Viviendas particulares (001)",488,232,87,73,48,2,11,9,26
"Ocupantes presentes (002)",2125,1018,354,329,209,9,56,32,118
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",481,228,86,73,47,2,11,9,25
"Ocupantes presentes (005)",2104,1004,353,329,206,9,56,32,115
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",4,1,1,,1,,,,1
"Ocupantes presentes (011)",9,2,1,,3,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",3,3,,,,,,,
"Ocupantes presentes (014)",12,12,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",206,106,34,9,32,2,10,3,10
"Ocupantes presentes (029)",901,461,136,51,146,9,51,10,37
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",199,102,33,9,31,2,10,3,9
"Ocupantes presentes (032)",880,447,135,51,143,9,51,10,34
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",4,1,1,,1,,,,1
"Ocupantes presentes (038)",9,2,1,,3,,,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",3,3,,,,,,,
"Ocupantes presentes (041)",12,12,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",282,126,53,64,16,,1,6,16
"Ocupantes presentes (056)",1224,557,218,278,63,,5,22,81
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",282,126,53,64,16,,1,6,16
"Ocupantes presentes (059)",1224,557,218,278,63,,5,22,81
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
