"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia HUAYTARA (000)",8211,1008,2261,3444,53,1376,69
"Conviviente (001)",2196,264,731,901,16,273,11
"Separado(a) (002)",266,45,51,130,2,30,8
"Casado(a) (003)",3552,396,872,1624,22,618,20
"Viudo(a) (004)",384,12,42,254,3,66,7
"Divorciado(a) (005)",41,6,10,16,2,6,1
"Soltero(a) (006)",1772,285,555,519,8,383,22
"Hombres (008)",5905,617,2092,2486,33,671,6
"Conviviente (009)",1671,166,696,682,10,117,
"Separado(a) (010)",133,18,39,64,,12,
"Casado(a) (011)",2686,276,818,1300,15,277,
"Viudo(a) (012)",134,1,28,82,2,20,1
"Divorciado(a) (013)",29,6,10,9,2,2,
"Soltero(a) (014)",1252,150,501,349,4,243,5
"Mujeres (016)",2306,391,169,958,20,705,63
"Conviviente (017)",525,98,35,219,6,156,11
"Separado(a) (018)",133,27,12,66,2,18,8
"Casado(a) (019)",866,120,54,324,7,341,20
"Viudo(a) (020)",250,11,14,172,1,46,6
"Divorciado(a) (021)",12,,,7,,4,1
"Soltero(a) (022)",520,135,54,170,4,140,17
,,,,,,,
"URBANA (024)",2387,566,509,1002,20,247,43
"Conviviente (025)",569,148,134,229,8,44,6
"Separado(a) (026)",98,32,15,41,,4,6
"Casado(a) (027)",1002,225,164,477,8,113,15
"Viudo(a) (028)",100,6,16,69,,7,2
"Divorciado(a) (029)",15,3,3,5,1,2,1
"Soltero(a) (030)",603,152,177,181,3,77,13
"Hombres (032)",1573,328,464,670,10,99,2
"Conviviente (033)",393,98,125,155,3,12,
"Separado(a) (034)",51,14,12,22,,3,
"Casado(a) (035)",680,145,153,348,4,30,
"Viudo(a) (036)",32,1,13,17,,1,
"Divorciado(a) (037)",10,3,3,2,1,1,
"Soltero(a) (038)",407,67,158,126,2,52,2
"Mujeres (040)",814,238,45,332,10,148,41
"Conviviente (041)",176,50,9,74,5,32,6
"Separado(a) (042)",47,18,3,19,,1,6
"Casado(a) (043)",322,80,11,129,4,83,15
"Viudo(a) (044)",68,5,3,52,,6,2
"Divorciado(a) (045)",5,,,3,,1,1
"Soltero(a) (046)",196,85,19,55,1,25,11
,,,,,,,
"RURAL (048)",5824,442,1752,2442,33,1129,26
"Conviviente (049)",1627,116,597,672,8,229,5
"Separado(a) (050)",168,13,36,89,2,26,2
"Casado(a) (051)",2550,171,708,1147,14,505,5
"Viudo(a) (052)",284,6,26,185,3,59,5
"Divorciado(a) (053)",26,3,7,11,1,4,
"Soltero(a) (054)",1169,133,378,338,5,306,9
"Hombres (056)",4332,289,1628,1816,23,572,4
"Conviviente (057)",1278,68,571,527,7,105,
"Separado(a) (058)",82,4,27,42,,9,
"Casado(a) (059)",2006,131,665,952,11,247,
"Viudo(a) (060)",102,,15,65,2,19,1
"Divorciado(a) (061)",19,3,7,7,1,1,
"Soltero(a) (062)",845,83,343,223,2,191,3
"Mujeres (064)",1492,153,124,626,10,557,22
"Conviviente (065)",349,48,26,145,1,124,5
"Separado(a) (066)",86,9,9,47,2,17,2
"Casado(a) (067)",544,40,43,195,3,258,5
"Viudo(a) (068)",182,6,11,120,1,40,4
"Divorciado(a) (069)",7,,,4,,3,
"Soltero(a) (070)",324,50,35,115,3,115,6
