"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LA MAR (000)",27806,911,9965,9497,5845,1588
"Empleado (001)",2241,19,825,1003,375,19
"Obrero (002)",3545,74,1707,1117,545,102
"Trabajador independiente (003)",15332,101,4287,5708,3983,1253
"Empleador o patrono (004)",496,4,137,196,121,38
"Trabajador familiar no remunerado (005)",4789,662,2279,1078,641,129
"Trabajador del hogar (006)",155,11,105,21,12,6
"Desocupado (008)",1248,40,625,374,168,41
"Hombres (009)",20124,598,7243,6855,4210,1218
"Empleado (010)",1433,11,479,651,278,14
"Obrero (011)",2652,57,1331,813,380,71
"Trabajador independiente (012)",12291,71,3377,4651,3154,1038
"Empleador o patrono (013)",409,1,108,158,110,32
"Trabajador familiar no remunerado (014)",2413,435,1493,299,155,31
"Trabajador del hogar (015)",30,1,21,5,3,
"Desocupado (017)",896,22,434,278,130,32
"Mujeres (018)",7682,313,2722,2642,1635,370
"Empleado (019)",808,8,346,352,97,5
"Obrero (020)",893,17,376,304,165,31
"Trabajador independiente (021)",3041,30,910,1057,829,215
"Empleador o patrono (022)",87,3,29,38,11,6
"Trabajador familiar no remunerado (023)",2376,227,786,779,486,98
"Trabajador del hogar (024)",125,10,84,16,9,6
"Desocupado (026)",352,18,191,96,38,9
,,,,,,
"URBANA (027)",12949,475,4629,4648,2644,553
"Empleado (028)",1681,17,616,752,281,15
"Obrero (029)",1746,44,844,552,257,49
"Trabajador independiente (030)",6370,60,1796,2470,1643,401
"Empleador o patrono (031)",308,3,83,131,69,22
"Trabajador familiar no remunerado (032)",1999,315,858,498,284,44
"Trabajador del hogar (033)",100,9,70,10,8,3
"Desocupado (035)",745,27,362,235,102,19
"Hombres (036)",8463,287,3014,3037,1746,379
"Empleado (037)",1049,10,347,480,200,12
"Obrero (038)",1271,32,638,384,181,36
"Trabajador independiente (039)",4407,39,1184,1753,1141,290
"Empleador o patrono (040)",245,1,60,101,63,20
"Trabajador familiar no remunerado (041)",975,191,535,155,85,9
"Trabajador del hogar (042)",17,1,11,3,2,
"Desocupado (044)",499,13,239,161,74,12
"Mujeres (045)",4486,188,1615,1611,898,174
"Empleado (046)",632,7,269,272,81,3
"Obrero (047)",475,12,206,168,76,13
"Trabajador independiente (048)",1963,21,612,717,502,111
"Empleador o patrono (049)",63,2,23,30,6,2
"Trabajador familiar no remunerado (050)",1024,124,323,343,199,35
"Trabajador del hogar (051)",83,8,59,7,6,3
"Desocupado (053)",246,14,123,74,28,7
,,,,,,
"RURAL (054)",14857,436,5336,4849,3201,1035
"Empleado (055)",560,2,209,251,94,4
"Obrero (056)",1799,30,863,565,288,53
"Trabajador independiente (057)",8962,41,2491,3238,2340,852
"Empleador o patrono (058)",188,1,54,65,52,16
"Trabajador familiar no remunerado (059)",2790,347,1421,580,357,85
"Trabajador del hogar (060)",55,2,35,11,4,3
"Desocupado (062)",503,13,263,139,66,22
"Hombres (063)",11661,311,4229,3818,2464,839
"Empleado (064)",384,1,132,171,78,2
"Obrero (065)",1381,25,693,429,199,35
"Trabajador independiente (066)",7884,32,2193,2898,2013,748
"Empleador o patrono (067)",164,,48,57,47,12
"Trabajador familiar no remunerado (068)",1438,244,958,144,70,22
"Trabajador del hogar (069)",13,,10,2,1,
"Desocupado (071)",397,9,195,117,56,20
"Mujeres (072)",3196,125,1107,1031,737,196
"Empleado (073)",176,1,77,80,16,2
"Obrero (074)",418,5,170,136,89,18
"Trabajador independiente (075)",1078,9,298,340,327,104
"Empleador o patrono (076)",24,1,6,8,5,4
"Trabajador familiar no remunerado (077)",1352,103,463,436,287,63
"Trabajador del hogar (078)",42,2,25,9,3,3
"Desocupado (080)",106,4,68,22,10,2
