"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCANE (000)",69522,14223,3516,934,50876
"Menos de 1 año (001)",965,672,29,15,249
"De 1 a 14 años (002)",20628,10985,946,239,8466
"De 15 a 29 años (003)",15452,1578,428,222,13228
"De 30 a 44 años (004)",11298,311,811,153,10031
"De 45 a 64 años (005)",12161,273,805,148,10941
"De 65 y mas años (006)",9018,404,497,157,7961
"Hombres (008)",33780,7101,1885,595,24217
"Menos de 1 año (009)",508,361,19,10,118
"De 1 a 14 años (010)",10533,5630,498,128,4282
"De 15 a 29 años (011)",7695,697,211,171,6618
"De 30 a 44 años (012)",5299,92,380,98,4734
"De 45 a 64 años (013)",5624,128,464,101,4936
"De 65 y mas años (014)",4121,193,313,87,3529
"Mujeres (016)",35742,7122,1631,339,26659
"Menos de 1 año (017)",457,311,10,5,131
"De 1 a 14 años (018)",10095,5355,448,111,4184
"De 15 a 29 años (019)",7757,881,217,51,6610
"De 30 a 44 años (020)",5999,219,431,55,5297
"De 45 a 64 años (021)",6537,145,341,47,6005
"De 65 y mas años (022)",4897,211,184,70,4432
,,,,,
"URBANA (024)",13851,2167,2025,449,9223
"Menos de 1 año (025)",211,116,17,3,75
"De 1 a 14 años (026)",3952,1521,621,72,1740
"De 15 a 29 años (027)",3810,316,278,166,3053
"De 30 a 44 años (028)",2761,89,538,119,2018
"De 45 a 64 años (029)",2111,80,438,71,1526
"De 65 y mas años (030)",1006,45,133,18,811
"Hombres (032)",6981,1087,1070,321,4514
"Menos de 1 año (033)",121,67,12,2,40
"De 1 a 14 años (034)",2052,781,338,40,895
"De 15 a 29 años (035)",1921,131,141,136,1515
"De 30 a 44 años (036)",1315,27,246,81,964
"De 45 a 64 años (037)",1057,51,253,50,706
"De 65 y mas años (038)",515,30,80,12,394
"Mujeres (040)",6870,1080,955,128,4709
"Menos de 1 año (041)",90,49,5,1,35
"De 1 a 14 años (042)",1900,740,283,32,845
"De 15 a 29 años (043)",1889,185,137,30,1538
"De 30 a 44 años (044)",1446,62,292,38,1054
"De 45 a 64 años (045)",1054,29,185,21,820
"De 65 y mas años (046)",491,15,53,6,417
,,,,,
"RURAL (048)",55671,12056,1491,485,41653
"Menos de 1 año (049)",754,556,12,12,174
"De 1 a 14 años (050)",16676,9464,325,167,6726
"De 15 a 29 años (051)",11642,1262,150,56,10175
"De 30 a 44 años (052)",8537,222,273,34,8013
"De 45 a 64 años (053)",10050,193,367,77,9415
"De 65 y mas años (054)",8012,359,364,139,7150
"Hombres (056)",26799,6014,815,274,19703
"Menos de 1 año (057)",387,294,7,8,78
"De 1 a 14 años (058)",8481,4849,160,88,3387
"De 15 a 29 años (059)",5774,566,70,35,5103
"De 30 a 44 años (060)",3984,65,134,17,3770
"De 45 a 64 años (061)",4567,77,211,51,4230
"De 65 y mas años (062)",3606,163,233,75,3135
"Mujeres (064)",28872,6042,676,211,21950
"Menos de 1 año (065)",367,262,5,4,96
"De 1 a 14 años (066)",8195,4615,165,79,3339
"De 15 a 29 años (067)",5868,696,80,21,5072
"De 30 a 44 años (068)",4553,157,139,17,4243
"De 45 a 64 años (069)",5483,116,156,26,5185
"De 65 y mas años (070)",4406,196,131,64,4015
