"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia HUALGAYOC (000)",42570,34923,7647
"De 3 a 5 años (001)",5351,371,4980
"De 6 a 11 años (002)",12603,11437,1166
"De 12 a 16 años (003)",11017,10728,289
"De 17 a 24 años (004)",13599,12387,1212
"Hombres (005)",20945,17504,3441
"De 3 a 5 años (006)",2718,193,2525
"De 6 a 11 años (007)",6337,5754,583
"De 12 a 16 años (008)",5539,5453,86
"De 17 a 24 años (009)",6351,6104,247
"Mujeres (010)",21625,17419,4206
"De 3 a 5 años (011)",2633,178,2455
"De 6 a 11 años (012)",6266,5683,583
"De 12 a 16 años (013)",5478,5275,203
"De 17 a 24 años (014)",7248,6283,965
,,,
"URBANA (015)",8856,7639,1217
"De 3 a 5 años (016)",1049,121,928
"De 6 a 11 años (017)",2419,2251,168
"De 12 a 16 años (018)",2218,2188,30
"De 17 a 24 años (019)",3170,3079,91
"Hombres (020)",4440,3852,588
"De 3 a 5 años (021)",515,53,462
"De 6 a 11 años (022)",1232,1144,88
"De 12 a 16 años (023)",1134,1121,13
"De 17 a 24 años (024)",1559,1534,25
"Mujeres (025)",4416,3787,629
"De 3 a 5 años (026)",534,68,466
"De 6 a 11 años (027)",1187,1107,80
"De 12 a 16 años (028)",1084,1067,17
"De 17 a 24 años (029)",1611,1545,66
,,,
"RURAL (030)",33714,27284,6430
"De 3 a 5 años (031)",4302,250,4052
"De 6 a 11 años (032)",10184,9186,998
"De 12 a 16 años (033)",8799,8540,259
"De 17 a 24 años (034)",10429,9308,1121
"Hombres (035)",16505,13652,2853
"De 3 a 5 años (036)",2203,140,2063
"De 6 a 11 años (037)",5105,4610,495
"De 12 a 16 años (038)",4405,4332,73
"De 17 a 24 años (039)",4792,4570,222
"Mujeres (040)",17209,13632,3577
"De 3 a 5 años (041)",2099,110,1989
"De 6 a 11 años (042)",5079,4576,503
"De 12 a 16 años (043)",4394,4208,186
"De 17 a 24 años (044)",5637,4738,899
