"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia EL COLLAO (000)",1903,756,1147
"De 14 a 29 años (001)",1031,579,452
"De 30 a 44 años (002)",505,145,360
"De 45 a 64 años (003)",290,32,258
"De 65 y más años (004)",77,,77
"Hombres (005)",1418,534,884
"De 14 a 29 años (006)",703,396,307
"De 30 a 44 años (007)",405,114,291
"De 45 a 64 años (008)",245,24,221
"De 65 y más años (009)",65,,65
"Mujeres (010)",485,222,263
"De 14 a 29 años (011)",328,183,145
"De 30 a 44 años (012)",100,31,69
"De 45 a 64 años (013)",45,8,37
"De 65 y más años (014)",12,,12
,,,
"AREA URBANA (015)",720,245,475
"De 14 a 29 años (016)",367,176,191
"De 30 a 44 años (017)",234,57,177
"De 45 a 64 años (018)",102,12,90
"De 65 y más años (019)",17,,17
"Hombres (020)",464,142,322
"De 14 a 29 años (021)",215,99,116
"De 30 a 44 años (022)",168,38,130
"De 45 a 64 años (023)",69,5,64
"De 65 y más años (024)",12,,12
"Mujeres (025)",256,103,153
"De 14 a 29 años (026)",152,77,75
"De 30 a 44 años (027)",66,19,47
"De 45 a 64 años (028)",33,7,26
"De 65 y más años (029)",5,,5
,,,
"AREA RURAL (030)",1183,511,672
"De 14 a 29 años (031)",664,403,261
"De 30 a 44 años (032)",271,88,183
"De 45 a 64 años (033)",188,20,168
"De 65 y más años (034)",60,,60
"Hombres (035)",954,392,562
"De 14 a 29 años (036)",488,297,191
"De 30 a 44 años (037)",237,76,161
"De 45 a 64 años (038)",176,19,157
"De 65 y más años (039)",53,,53
"Mujeres (040)",229,119,110
"De 14 a 29 años (041)",176,106,70
"De 30 a 44 años (042)",34,12,22
"De 45 a 64 años (043)",12,1,11
"De 65 y más años (044)",7,,7
