"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia PACASMAYO (000)",94377,93430,681,266
"Hombres (001)",46661,46237,288,136
"Mujeres (002)",47716,47193,393,130
"Menores de 1 año (003)",1672,1432,174,66
"Hombres (004)",873,747,94,32
"Mujeres (005)",799,685,80,34
"De 1 a 5 años (006)",8780,8285,310,185
"Hombres (007)",4413,4168,146,99
"Mujeres (008)",4367,4117,164,86
"De 6 a 14 años (009)",16554,16534,17,3
"Hombres (010)",8290,8280,8,2
"Mujeres (011)",8264,8254,9,1
"De 15 a 29 años (012)",23928,23913,14,1
"Hombres (013)",11803,11795,7,1
"Mujeres (014)",12125,12118,7,
"De 30 a 44 años (015)",19800,19770,26,4
"Hombres (016)",9512,9508,4,
"Mujeres (017)",10288,10262,22,4
"De 45 a 64 años (018)",16555,16506,47,2
"Hombres (019)",8204,8192,12,
"Mujeres (020)",8351,8314,35,2
"De 65 a más años (021)",7088,6990,93,5
"Hombres (022)",3566,3547,17,2
"Mujeres (023)",3522,3443,76,3
,,,,
"URBANA (024)",87718,86832,634,252
"Hombres (025)",43227,42829,270,128
"Mujeres (026)",44491,44003,364,124
"Menores de 1 año (027)",1549,1322,163,64
"Hombres (028)",804,685,88,31
"Mujeres (029)",745,637,75,33
"De 1 a 5 años (030)",8080,7610,295,175
"Hombres (031)",4059,3828,138,93
"Mujeres (032)",4021,3782,157,82
"De 6 a 14 años (033)",15340,15322,16,2
"Hombres (034)",7675,7666,8,1
"Mujeres (035)",7665,7656,8,1
"De 15 a 29 años (036)",22133,22120,12,1
"Hombres (037)",10879,10872,6,1
"Mujeres (038)",11254,11248,6,
"De 30 a 44 años (039)",18579,18556,20,3
"Hombres (040)",8895,8892,3,
"Mujeres (041)",9684,9664,17,3
"De 45 a 64 años (042)",15411,15369,40,2
"Hombres (043)",7601,7590,11,
"Mujeres (044)",7810,7779,29,2
"De 65 a más años (045)",6626,6533,88,5
"Hombres (046)",3314,3296,16,2
"Mujeres (047)",3312,3237,72,3
,,,,
"RURAL (048)",6659,6598,47,14
"Hombres (049)",3434,3408,18,8
"Mujeres (050)",3225,3190,29,6
"Menores de 1 año (051)",123,110,11,2
"Hombres (052)",69,62,6,1
"Mujeres (053)",54,48,5,1
"De 1 a 5 años (054)",700,675,15,10
"Hombres (055)",354,340,8,6
"Mujeres (056)",346,335,7,4
"De 6 a 14 años (057)",1214,1212,1,1
"Hombres (058)",615,614,,1
"Mujeres (059)",599,598,1,
"De 15 a 29 años (060)",1795,1793,2,
"Hombres (061)",924,923,1,
"Mujeres (062)",871,870,1,
"De 30 a 44 años (063)",1221,1214,6,1
"Hombres (064)",617,616,1,
"Mujeres (065)",604,598,5,1
"De 45 a 64 años (066)",1144,1137,7,
"Hombres (067)",603,602,1,
"Mujeres (068)",541,535,6,
"De 65 a más años (069)",462,457,5,
"Hombres (070)",252,251,1,
"Mujeres (071)",210,206,4,
