"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CANDARAVE (000)",2443,38,969,821,250,107,50,14,2,,192
"Conviviente (001)",867,14,352,310,87,37,15,2,,,50
"Separado(a) (002)",102,3,50,29,7,5,2,,,,6
"Casado(a) (003)",1033,10,416,366,117,44,19,8,,,53
"Viudo(a) (004)",227,5,88,67,22,9,8,4,2,,22
"Divorciado(a) (005)",11,,4,4,3,,,,,,
"Soltero(a) (006)",203,6,59,45,14,12,6,,,,61
,,,,,,,,,,,
"URBANA (008)",1657,27,657,533,175,75,37,9,1,,143
"Conviviente (009)",543,9,216,191,55,24,9,1,,,38
"Separado(a) (010)",71,3,36,20,3,4,2,,,,3
"Casado(a) (011)",738,6,313,240,90,32,16,5,,,36
"Viudo(a) (012)",156,4,53,51,14,7,6,3,1,,17
"Divorciado(a) (013)",7,,2,3,2,,,,,,
"Soltero(a) (014)",142,5,37,28,11,8,4,,,,49
,,,,,,,,,,,
"RURAL (016)",786,11,312,288,75,32,13,5,1,,49
"Conviviente (017)",324,5,136,119,32,13,6,1,,,12
"Separado(a) (018)",31,,14,9,4,1,,,,,3
"Casado(a) (019)",295,4,103,126,27,12,3,3,,,17
"Viudo(a) (020)",71,1,35,16,8,2,2,1,1,,5
"Divorciado(a) (021)",4,,2,1,1,,,,,,
"Soltero(a) (022)",61,1,22,17,3,4,2,,,,12
