"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LA MAR (000)",84177,37313,4174,1235,41505
"Menos de 1 año (001)",1822,1357,84,28,353
"De 1 a 14 años (002)",32552,22065,1586,384,8535
"De 15 a 29 años (003)",20603,6246,793,338,13234
"De 30 a 44 años (004)",15039,3973,1045,312,9722
"De 45 a 64 años (005)",9894,2546,528,143,6687
"De 65 y mas años (006)",4267,1126,138,30,2974
"Hombres (008)",43439,18222,2219,794,22234
"Menos de 1 año (009)",953,708,46,16,183
"De 1 a 14 años (010)",16790,11322,820,213,4442
"De 15 a 29 años (011)",11009,2837,396,238,7541
"De 30 a 44 años (012)",7777,1702,570,232,5284
"De 45 a 64 años (013)",4910,1134,314,85,3385
"De 65 y mas años (014)",2000,519,73,10,1399
"Mujeres (016)",40738,19091,1955,441,19271
"Menos de 1 año (017)",869,649,38,12,170
"De 1 a 14 años (018)",15762,10743,766,171,4093
"De 15 a 29 años (019)",9594,3409,397,100,5693
"De 30 a 44 años (020)",7262,2271,475,80,4438
"De 45 a 64 años (021)",4984,1412,214,58,3302
"De 65 y mas años (022)",2267,607,65,20,1575
,,,,,
"URBANA (024)",34385,10458,2595,635,20718
"Menos de 1 año (025)",670,413,54,13,190
"De 1 a 14 años (026)",12638,6404,956,198,5085
"De 15 a 29 años (027)",9128,1836,491,143,6661
"De 30 a 44 años (028)",6660,955,697,183,4832
"De 45 a 64 años (029)",3941,593,330,79,2944
"De 65 y mas años (030)",1348,257,67,19,1006
"Hombres (032)",17597,5040,1371,387,10814
"Menos de 1 año (033)",349,228,25,7,89
"De 1 a 14 años (034)",6463,3270,494,108,2592
"De 15 a 29 años (035)",4744,810,248,86,3602
"De 30 a 44 años (036)",3421,373,371,134,2549
"De 45 a 64 años (037)",2013,248,195,47,1528
"De 65 y mas años (038)",607,111,38,5,454
"Mujeres (040)",16788,5418,1224,248,9904
"Menos de 1 año (041)",321,185,29,6,101
"De 1 a 14 años (042)",6175,3134,462,90,2493
"De 15 a 29 años (043)",4384,1026,243,57,3059
"De 30 a 44 años (044)",3239,582,326,49,2283
"De 45 a 64 años (045)",1928,345,135,32,1416
"De 65 y mas años (046)",741,146,29,14,552
,,,,,
"RURAL (048)",49792,26855,1579,600,20787
"Menos de 1 año (049)",1152,944,30,15,163
"De 1 a 14 años (050)",19914,15661,630,186,3450
"De 15 a 29 años (051)",11475,4410,302,195,6573
"De 30 a 44 años (052)",8379,3018,348,129,4890
"De 45 a 64 años (053)",5953,1953,198,64,3743
"De 65 y mas años (054)",2919,869,71,11,1968
"Hombres (056)",25842,13182,848,407,11420
"Menos de 1 año (057)",604,480,21,9,94
"De 1 a 14 años (058)",10327,8052,326,105,1850
"De 15 a 29 años (059)",6265,2027,148,152,3939
"De 30 a 44 años (060)",4356,1329,199,98,2735
"De 45 a 64 años (061)",2897,886,119,38,1857
"De 65 y mas años (062)",1393,408,35,5,945
"Mujeres (064)",23950,13673,731,193,9367
"Menos de 1 año (065)",548,464,9,6,69
"De 1 a 14 años (066)",9587,7609,304,81,1600
"De 15 a 29 años (067)",5210,2383,154,43,2634
"De 30 a 44 años (068)",4023,1689,149,31,2155
"De 45 a 64 años (069)",3056,1067,79,26,1886
"De 65 y mas años (070)",1526,461,36,6,1023
