"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia HUANCAVELICA",,,,,,,,
"Hogares (001)",34145,21788,10094,3564,337,815,2383,11100
"Ocupantes presentes (002)",141005,95575,44058,15137,1417,3445,10045,40337
"Casa independiente",,,,,,,,
"Hogares (004)",29899,18978,8342,2901,275,672,1870,9904
"Ocupantes presentes (005)",126663,85770,37860,12730,1170,2932,8228,36556
"Departamento en edificio",,,,,,,,
"Hogares (007)",118,98,91,53,11,23,47,6
"Ocupantes presentes (008)",330,281,272,179,39,75,147,14
"Vivienda en quinta",,,,,,,,
"Hogares (010)",529,417,354,145,18,52,120,56
"Ocupantes presentes (011)",1652,1346,1178,493,69,181,382,153
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",1911,1570,1249,449,33,68,343,177
"Ocupantes presentes (014)",6410,5397,4481,1640,139,257,1276,473
"Choza o cabaña",,,,,,,,
"Hogares (016)",1615,672,23,8,,,,940
"Ocupantes presentes (017)",5706,2590,127,51,,,,3094
"Vivienda improvisada",,,,,,,,
"Hogares (019)",17,13,7,2,,,1,3
"Ocupantes presentes (020)",57,46,30,18,,,2,10
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",53,38,26,4,,,1,13
"Ocupantes presentes (023)",174,133,98,14,,,2,36
"Otro tipo",,,,,,,,
"Hogares (025)",3,2,2,2,,,1,1
"Ocupantes presentes (026)",13,12,12,12,,,8,1
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",14863,11462,8458,3304,333,788,2356,2452
"Ocupantes presentes (029)",58144,47474,35962,13899,1402,3321,9941,7042
"Casa independiente",,,,,,,,
"Hogares (031)",12240,9329,6731,2649,271,645,1843,2198
"Ocupantes presentes (032)",49531,40275,29895,11543,1155,2808,8124,6360
"Departamento en edificio",,,,,,,,
"Hogares (034)",118,98,91,53,11,23,47,6
"Ocupantes presentes (035)",330,281,272,179,39,75,147,14
"Vivienda en quinta",,,,,,,,
"Hogares (037)",529,417,354,145,18,52,120,56
"Ocupantes presentes (038)",1652,1346,1178,493,69,181,382,153
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",1911,1570,1249,449,33,68,343,177
"Ocupantes presentes (041)",6410,5397,4481,1640,139,257,1276,473
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",17,13,7,2,,,1,3
"Ocupantes presentes (047)",57,46,30,18,,,2,10
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",46,33,24,4,,,1,12
"Ocupantes presentes (050)",152,117,94,14,,,2,32
"Otro tipo",,,,,,,,
"Hogares (052)",2,2,2,2,,,1,
"Ocupantes presentes (053)",12,12,12,12,,,8,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",19282,10326,1636,260,4,27,27,8648
"Ocupantes presentes (056)",82861,48101,8096,1238,15,124,104,33295
"Casa independiente",,,,,,,,
"Hogares (058)",17659,9649,1611,252,4,27,27,7706
"Ocupantes presentes (059)",77132,45495,7965,1187,15,124,104,30196
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1615,672,23,8,,,,940
"Ocupantes presentes (071)",5706,2590,127,51,,,,3094
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",7,5,2,,,,,1
"Ocupantes presentes (077)",22,16,4,,,,,4
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,1
