"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,,
"Viviendas particulares (001)",7866,4136,2468,688,303,98,89,30,54
"Ocupantes presentes (002)",34003,17059,11089,3288,1383,478,342,137,227
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7062,3696,2177,638,285,93,89,30,54
"Ocupantes presentes (005)",30361,15223,9688,3019,1283,442,342,137,227
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,7,2,,,,,,
"Ocupantes presentes (014)",17,13,4,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",782,424,286,49,18,5,,,
"Ocupantes presentes (017)",3570,1779,1391,264,100,36,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,2,1,,,,,
"Ocupantes presentes (020)",10,,5,5,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,7,1,,,,,,
"Ocupantes presentes (023)",40,39,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",5,5,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2024,832,614,226,140,65,80,22,45
"Ocupantes presentes (029)",7873,2888,2512,998,570,310,310,101,184
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2010,823,610,225,140,65,80,22,45
"Ocupantes presentes (032)",7839,2868,2503,993,570,310,310,101,184
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,7,2,,,,,,
"Ocupantes presentes (041)",17,13,4,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,2,1,,,,,
"Ocupantes presentes (047)",10,,5,5,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",3,3,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5842,3304,1854,462,163,33,9,8,9
"Ocupantes presentes (056)",26130,14171,8577,2290,813,168,32,36,43
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5052,2873,1567,413,145,28,9,8,9
"Ocupantes presentes (059)",22522,12355,7185,2026,713,132,32,36,43
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",782,424,286,49,18,5,,,
"Ocupantes presentes (071)",3570,1779,1391,264,100,36,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",7,6,1,,,,,,
"Ocupantes presentes (077)",37,36,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,,
