"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia COTABAMBAS",,,,,,,,,
"Viviendas particulares (001)",11224,1377,903,984,13,1417,6190,248,92
"Ocupantes presentes (002)",45009,5655,3689,3817,50,5820,24794,837,347
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",9142,1361,892,864,8,736,4969,225,87
"Ocupantes presentes (005)",36197,5593,3661,3336,30,2822,19671,754,330
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,5,,,,,,,
"Ocupantes presentes (008)",22,22,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,5,,,,,,,
"Ocupantes presentes (011)",15,15,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",57,6,10,,,,38,1,2
"Ocupantes presentes (014)",170,25,27,,,,110,3,5
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2000,,,119,5,679,1173,21,3
"Ocupantes presentes (017)",8579,,,478,20,2996,4994,79,12
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,,1,1,,2,6,,
"Ocupantes presentes (023)",17,,1,3,,2,11,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,,,,,,4,1,
"Ocupantes presentes (026)",9,,,,,,8,1,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2967,781,789,90,1,60,1064,140,42
"Ocupantes presentes (029)",11590,3164,3224,346,2,207,4022,467,158
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2891,765,778,90,1,60,1019,138,40
"Ocupantes presentes (032)",11367,3102,3196,346,2,207,3898,463,153
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,5,,,,,,,
"Ocupantes presentes (035)",22,22,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,5,,,,,,,
"Ocupantes presentes (038)",15,15,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",57,6,10,,,,38,1,2
"Ocupantes presentes (041)",170,25,27,,,,110,3,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,,1,,,,4,,
"Ocupantes presentes (050)",8,,1,,,,7,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,,,,,,3,1,
"Ocupantes presentes (053)",8,,,,,,7,1,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8257,596,114,894,12,1357,5126,108,50
"Ocupantes presentes (056)",33419,2491,465,3471,48,5613,20772,370,189
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",6251,596,114,774,7,676,3950,87,47
"Ocupantes presentes (059)",24830,2491,465,2990,28,2615,15773,291,177
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2000,,,119,5,679,1173,21,3
"Ocupantes presentes (071)",8579,,,478,20,2996,4994,79,12
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",5,,,1,,2,2,,
"Ocupantes presentes (077)",9,,,3,,2,4,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",1,,,,,,1,,
