"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia TACNA (000)",3885,3529,356
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",1052,1052,
"Casa pensión (003)",29,25,4
"Hospital, clinica (004)",255,164,91
"Cárcel, centro de readaptación social (005)",883,883,
"Asilo (006)",34,34,
"Aldea infantil, orfelinato, etc (007)",236,236,
"Otro (008)",1036,805,231
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",360,330,30
