"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CANGALLO (000)",9608,116,3953,2984,847,296,137,58,12,,1205
"Conviviente (001)",1684,26,641,538,166,44,19,5,1,,244
"Separado(a) (002)",383,8,174,109,36,12,9,2,,,33
"Casado(a) (003)",5068,47,2234,1653,438,141,58,32,7,,458
"Viudo(a) (004)",1532,27,628,445,121,54,34,17,4,,202
"Divorciado(a) (005)",44,,25,4,5,2,1,1,,,6
"Soltero(a) (006)",897,8,251,235,81,43,16,1,,,262
,,,,,,,,,,,
"URBANA (008)",3311,47,1360,964,291,128,50,23,3,,445
"Conviviente (009)",620,11,226,184,66,33,7,1,,,92
"Separado(a) (010)",145,5,73,43,7,3,4,,,,10
"Casado(a) (011)",1725,14,761,538,160,57,25,15,2,,153
"Viudo(a) (012)",492,15,202,119,34,20,9,7,1,,85
"Divorciado(a) (013)",17,,12,2,1,1,,,,,1
"Soltero(a) (014)",312,2,86,78,23,14,5,,,,104
,,,,,,,,,,,
"RURAL (016)",6297,69,2593,2020,556,168,87,35,9,,760
"Conviviente (017)",1064,15,415,354,100,11,12,4,1,,152
"Separado(a) (018)",238,3,101,66,29,9,5,2,,,23
"Casado(a) (019)",3343,33,1473,1115,278,84,33,17,5,,305
"Viudo(a) (020)",1040,12,426,326,87,34,25,10,3,,117
"Divorciado(a) (021)",27,,13,2,4,1,1,1,,,5
"Soltero(a) (022)",585,6,165,157,58,29,11,1,,,158
