"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHUCUITO (000)",43840,541,13938,14356,11132,3873
"Empleado (001)",3711,10,1110,1638,899,54
"Obrero (002)",2687,19,1113,873,570,112
"Trabajador independiente (003)",28703,94,8120,9531,7910,3048
"Empleador o patrono (004)",256,,84,82,67,23
"Trabajador familiar no remunerado (005)",7649,378,3077,2058,1554,582
"Trabajador del hogar (006)",834,40,434,174,132,54
"Hombres (008)",27164,307,8098,9093,7127,2539
"Empleado (009)",2765,8,723,1223,767,44
"Obrero (010)",2192,15,880,755,464,78
"Trabajador independiente (011)",19322,58,5047,6474,5520,2223
"Empleador o patrono (012)",193,,61,65,48,19
"Trabajador familiar no remunerado (013)",2624,219,1353,563,319,170
"Trabajador del hogar (014)",68,7,34,13,9,5
"Mujeres (016)",16676,234,5840,5263,4005,1334
"Empleado (017)",946,2,387,415,132,10
"Obrero (018)",495,4,233,118,106,34
"Trabajador independiente (019)",9381,36,3073,3057,2390,825
"Empleador o patrono (020)",63,,23,17,19,4
"Trabajador familiar no remunerado (021)",5025,159,1724,1495,1235,412
"Trabajador del hogar (022)",766,33,400,161,123,49
,,,,,,
"URBANA (024)",12309,154,4461,4559,2632,503
"Empleado (025)",2360,9,740,1065,512,34
"Obrero (026)",930,10,341,346,203,30
"Trabajador independiente (027)",7672,46,2773,2798,1675,380
"Empleador o patrono (028)",90,,32,25,28,5
"Trabajador familiar no remunerado (029)",976,77,383,277,190,49
"Trabajador del hogar (030)",281,12,192,48,24,5
"Hombres (032)",7519,95,2603,2840,1675,306
"Empleado (033)",1688,7,479,768,408,26
"Obrero (034)",816,9,300,310,175,22
"Trabajador independiente (035)",4575,32,1611,1666,1025,241
"Empleador o patrono (036)",65,,25,20,16,4
"Trabajador familiar no remunerado (037)",335,46,161,67,48,13
"Trabajador del hogar (038)",40,1,27,9,3,
"Mujeres (040)",4790,59,1858,1719,957,197
"Empleado (041)",672,2,261,297,104,8
"Obrero (042)",114,1,41,36,28,8
"Trabajador independiente (043)",3097,14,1162,1132,650,139
"Empleador o patrono (044)",25,,7,5,12,1
"Trabajador familiar no remunerado (045)",641,31,222,210,142,36
"Trabajador del hogar (046)",241,11,165,39,21,5
,,,,,,
"RURAL (048)",31531,387,9477,9797,8500,3370
"Empleado (049)",1351,1,370,573,387,20
"Obrero (050)",1757,9,772,527,367,82
"Trabajador independiente (051)",21031,48,5347,6733,6235,2668
"Empleador o patrono (052)",166,,52,57,39,18
"Trabajador familiar no remunerado (053)",6673,301,2694,1781,1364,533
"Trabajador del hogar (054)",553,28,242,126,108,49
"Hombres (056)",19645,212,5495,6253,5452,2233
"Empleado (057)",1077,1,244,455,359,18
"Obrero (058)",1376,6,580,445,289,56
"Trabajador independiente (059)",14747,26,3436,4808,4495,1982
"Empleador o patrono (060)",128,,36,45,32,15
"Trabajador familiar no remunerado (061)",2289,173,1192,496,271,157
"Trabajador del hogar (062)",28,6,7,4,6,5
"Mujeres (064)",11886,175,3982,3544,3048,1137
"Empleado (065)",274,,126,118,28,2
"Obrero (066)",381,3,192,82,78,26
"Trabajador independiente (067)",6284,22,1911,1925,1740,686
"Empleador o patrono (068)",38,,16,12,7,3
"Trabajador familiar no remunerado (069)",4384,128,1502,1285,1093,376
"Trabajador del hogar (070)",525,22,235,122,102,44
