"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUAMALIES (000)",1744,99,723,481,317,124
"Sin nivel (001)",295,21,38,77,102,57
"Educación inicial (002)",2,1,,1,,
"Primaria (003)",926,73,338,269,182,64
"Secundaria (004)",430,4,286,109,29,2
"Superior no univ. incompleta (005)",12,,10,2,,
"Superior no univ. completa (006)",53,,39,13,1,
"Superior univ. incompleta (007)",13,,7,4,1,1
"Superior univ. completa (008)",13,,5,6,2,
"Hombres (010)",1191,68,481,332,229,81
"Sin nivel (011)",161,13,19,46,57,26
"Educación inicial (012)",2,1,,1,,
"Primaria (013)",628,52,211,172,141,52
"Secundaria (014)",330,2,205,94,27,2
"Superior no univ. incompleta (015)",11,,9,2,,
"Superior no univ. completa (016)",38,,26,11,1,
"Superior univ. incompleta (017)",11,,6,3,1,1
"Superior univ. completa (018)",10,,5,3,2,
"Mujeres (020)",553,31,242,149,88,43
"Sin nivel (021)",134,8,19,31,45,31
"Primaria (023)",298,21,127,97,41,12
"Secundaria (024)",100,2,81,15,2,
"Superior no univ. incompleta (025)",1,,1,,,
"Superior no univ. completa (026)",15,,13,2,,
"Superior univ. incompleta (027)",2,,1,1,,
"Superior univ. completa (028)",3,,,3,,
,,,,,,
"Area Urbana (030)",350,4,162,81,67,36
"Sin nivel (031)",29,,3,2,11,13
"Primaria (033)",140,4,33,41,41,21
"Secundaria (034)",121,,82,24,14,1
"Superior no univ. incompleta (035)",7,,5,2,,
"Superior no univ. completa (036)",38,,32,6,,
"Superior univ. incompleta (037)",7,,3,2,1,1
"Superior univ. completa (038)",8,,4,4,,
"Hombres (040)",247,3,112,58,51,23
"Sin nivel (041)",8,,,,5,3
"Primaria (043)",99,3,20,27,31,18
"Secundaria (044)",94,,58,21,14,1
"Superior no univ. incompleta (045)",7,,5,2,,
"Superior no univ. completa (046)",27,,22,5,,
"Superior univ. incompleta (047)",7,,3,2,1,1
"Superior univ. completa (048)",5,,4,1,,
"Mujeres (050)",103,1,50,23,16,13
"Sin nivel (051)",21,,3,2,6,10
"Primaria (053)",41,1,13,14,10,3
"Secundaria (054)",27,,24,3,,
"Superior no univ. completa (056)",11,,10,1,,
"Superior univ. completa (058)",3,,,3,,
,,,,,,
"Area Rural (060)",1394,95,561,400,250,88
"Sin nivel (061)",266,21,35,75,91,44
"Educación inicial (062)",2,1,,1,,
"Primaria (063)",786,69,305,228,141,43
"Secundaria (064)",309,4,204,85,15,1
"Superior no univ. incompleta (065)",5,,5,,,
"Superior no univ. completa (066)",15,,7,7,1,
"Superior univ. incompleta (067)",6,,4,2,,
"Superior univ. completa (068)",5,,1,2,2,
"Hombres (070)",944,65,369,274,178,58
"Sin nivel (071)",153,13,19,46,52,23
"Educación inicial (072)",2,1,,1,,
"Primaria (073)",529,49,191,145,110,34
"Secundaria (074)",236,2,147,73,13,1
"Superior no univ. incompleta (075)",4,,4,,,
"Superior no univ. completa (076)",11,,4,6,1,
"Superior univ. incompleta (077)",4,,3,1,,
"Superior univ. completa (078)",5,,1,2,2,
"Mujeres (080)",450,30,192,126,72,30
"Sin nivel (081)",113,8,16,29,39,21
"Primaria (083)",257,20,114,83,31,9
"Secundaria (084)",73,2,57,12,2,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior no univ. completa (086)",4,,3,1,,
"Superior univ. incompleta (087)",2,,1,1,,
