"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia POMABAMBA (000)",27954,15172,2900,300,9602
"Menos de 1 año (001)",586,419,43,3,121
"De 1 a 14 años (002)",10193,7767,1015,75,1340
"De 15 a 29 años (003)",6613,2940,392,67,3217
"De 30 a 44 años (004)",4640,1871,761,78,1935
"De 45 a 64 años (005)",3824,1479,546,46,1760
"De 65 y mas años (006)",2098,696,143,31,1229
"Hombres (008)",13502,7119,1427,168,4802
"Menos de 1 año (009)",305,215,24,2,64
"De 1 a 14 años (010)",5104,3903,477,37,689
"De 15 a 29 años (011)",3180,1300,170,32,1679
"De 30 a 44 años (012)",2255,777,378,51,1053
"De 45 a 64 años (013)",1783,635,292,24,838
"De 65 y mas años (014)",875,289,86,22,479
"Mujeres (016)",14452,8053,1473,132,4800
"Menos de 1 año (017)",281,204,19,1,57
"De 1 a 14 años (018)",5089,3864,538,38,651
"De 15 a 29 años (019)",3433,1640,222,35,1538
"De 30 a 44 años (020)",2385,1094,383,27,882
"De 45 a 64 años (021)",2041,844,254,22,922
"De 65 y mas años (022)",1223,407,57,9,750
,,,,,
"URBANA (024)",6142,1676,2099,164,2216
"Menos de 1 año (025)",112,44,30,1,37
"De 1 a 14 años (026)",1838,769,711,27,333
"De 15 a 29 años (027)",1599,426,286,34,856
"De 30 a 44 años (028)",1243,203,551,54,439
"De 45 a 64 años (029)",917,154,415,31,321
"De 65 y mas años (030)",433,80,106,17,230
"Hombres (032)",2987,781,1025,103,1086
"Menos de 1 año (033)",62,26,18,1,17
"De 1 a 14 años (034)",902,396,329,14,163
"De 15 a 29 años (035)",764,181,127,20,437
"De 30 a 44 años (036)",629,87,265,39,241
"De 45 a 64 años (037)",442,60,222,17,147
"De 65 y mas años (038)",188,31,64,12,81
"Mujeres (040)",3155,895,1074,61,1130
"Menos de 1 año (041)",50,18,12,,20
"De 1 a 14 años (042)",936,373,382,13,170
"De 15 a 29 años (043)",835,245,159,14,419
"De 30 a 44 años (044)",614,116,286,15,198
"De 45 a 64 años (045)",475,94,193,14,174
"De 65 y mas años (046)",245,49,42,5,149
,,,,,
"RURAL (048)",21812,13496,801,136,7386
"Menos de 1 año (049)",474,375,13,2,84
"De 1 a 14 años (050)",8355,6998,304,48,1007
"De 15 a 29 años (051)",5014,2514,106,33,2361
"De 30 a 44 años (052)",3397,1668,210,24,1496
"De 45 a 64 años (053)",2907,1325,131,15,1439
"De 65 y mas años (054)",1665,616,37,14,999
"Hombres (056)",10515,6338,402,65,3716
"Menos de 1 año (057)",243,189,6,1,47
"De 1 a 14 años (058)",4202,3507,148,23,526
"De 15 a 29 años (059)",2416,1119,43,12,1242
"De 30 a 44 años (060)",1626,690,113,12,812
"De 45 a 64 años (061)",1341,575,70,7,691
"De 65 y mas años (062)",687,258,22,10,398
"Mujeres (064)",11297,7158,399,71,3670
"Menos de 1 año (065)",231,186,7,1,37
"De 1 a 14 años (066)",4153,3491,156,25,481
"De 15 a 29 años (067)",2598,1395,63,21,1119
"De 30 a 44 años (068)",1771,978,97,12,684
"De 45 a 64 años (069)",1566,750,61,8,748
"De 65 y mas años (070)",978,358,15,4,601
