"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUAYTARA (000)",372,65,307
"De 14 a 29 años (001)",166,54,112
"De 30 a 44 años (002)",109,9,100
"De 45 a 64 años (003)",71,2,69
"De 65 y más años (004)",26,,26
"Hombres (005)",295,44,251
"De 14 a 29 años (006)",121,33,88
"De 30 a 44 años (007)",95,9,86
"De 45 a 64 años (008)",55,2,53
"De 65 y más años (009)",24,,24
"Mujeres (010)",77,21,56
"De 14 a 29 años (011)",45,21,24
"De 30 a 44 años (012)",14,,14
"De 45 a 64 años (013)",16,,16
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",146,29,117
"De 14 a 29 años (016)",73,24,49
"De 30 a 44 años (017)",45,5,40
"De 45 a 64 años (018)",21,,21
"De 65 y más años (019)",7,,7
"Hombres (020)",105,19,86
"De 14 a 29 años (021)",50,14,36
"De 30 a 44 años (022)",37,5,32
"De 45 a 64 años (023)",11,,11
"De 65 y más años (024)",7,,7
"Mujeres (025)",41,10,31
"De 14 a 29 años (026)",23,10,13
"De 30 a 44 años (027)",8,,8
"De 45 a 64 años (028)",10,,10
,,,
"AREA RURAL (030)",226,36,190
"De 14 a 29 años (031)",93,30,63
"De 30 a 44 años (032)",64,4,60
"De 45 a 64 años (033)",50,2,48
"De 65 y más años (034)",19,,19
"Hombres (035)",190,25,165
"De 14 a 29 años (036)",71,19,52
"De 30 a 44 años (037)",58,4,54
"De 45 a 64 años (038)",44,2,42
"De 65 y más años (039)",17,,17
"Mujeres (040)",36,11,25
"De 14 a 29 años (041)",22,11,11
"De 30 a 44 años (042)",6,,6
"De 45 a 64 años (043)",6,,6
"De 65 y más años (044)",2,,2
