"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LIMA (000)",7231601,420694,181543,1452486,2728598,531915,608012,487050,821303
"Quechua (001)",456225,49868,942,152839,173886,24517,23174,11414,19585
"Aymara (002)",25898,1917,119,7844,11082,1582,1392,771,1191
"Ashaninca (003)",1750,118,47,465,608,103,124,119,166
"Otra lengua nativa (004)",4651,292,116,988,1922,381,305,260,387
"Castellano (005)",6725320,365577,179865,1288218,2537536,504816,581978,473360,793970
"Idioma extranjero (006)",12692,400,186,1016,2887,388,907,1027,5881
"Es sordomudo/a (007)",5065,2522,268,1116,677,128,132,99,123
"Hombres (009)",3522483,176127,93320,652872,1393383,266155,264144,263776,412706
"Quechua (010)",210382,7271,398,59431,97878,14066,12234,7421,11683
"Aymara (011)",12519,372,46,2882,6323,937,744,516,699
"Ashaninca (012)",851,54,22,202,317,49,60,67,80
"Otra lengua nativa (013)",2321,125,64,413,993,215,164,151,196
"Castellano (014)",3287117,166807,92542,588884,1286165,250616,250441,255045,396617
"Idioma extranjero (015)",6559,189,82,475,1310,193,435,514,3361
"Es sordomudo/a (016)",2734,1309,166,585,397,79,66,62,70
"Mujeres (018)",3709118,244567,88223,799614,1335215,265760,343868,223274,408597
"Quechua (019)",245843,42597,544,93408,76008,10451,10940,3993,7902
"Aymara (020)",13379,1545,73,4962,4759,645,648,255,492
"Ashaninca (021)",899,64,25,263,291,54,64,52,86
"Otra lengua nativa (022)",2330,167,52,575,929,166,141,109,191
"Castellano (023)",3438203,198770,87323,699334,1251371,254200,331537,218315,397353
"Idioma extranjero (024)",6133,211,104,541,1577,195,472,513,2520
"Es sordomudo/a (025)",2331,1213,102,531,280,49,66,37,53
,,,,,,,,,
"URBANA (027)",7222488,419696,181276,1449450,2724767,531567,607773,486857,821102
"Quechua (028)",454781,49588,932,152224,173429,24494,23147,11403,19564
"Aymara (029)",25879,1916,119,7836,11075,1581,1391,770,1191
"Ashaninca (030)",1750,118,47,465,608,103,124,119,166
"Otra lengua nativa (031)",4650,292,116,988,1922,381,305,259,387
"Castellano (032)",6717684,364870,179608,1285806,2534169,504492,581767,473181,793791
"Idioma extranjero (033)",12689,400,186,1015,2887,388,907,1026,5880
"Es sordomudo/a (034)",5055,2512,268,1116,677,128,132,99,123
"Hombres (036)",3517657,175740,93178,651311,1391173,265968,264039,263649,412599
"Quechua (037)",209638,7203,391,59108,97587,14053,12215,7412,11669
"Aymara (038)",12507,372,46,2878,6318,936,743,515,699
"Ashaninca (039)",851,54,22,202,317,49,60,67,80
"Otra lengua nativa (040)",2320,125,64,413,993,215,164,150,196
"Castellano (041)",3283055,166494,92407,587650,1284251,250443,250356,254929,396525
"Idioma extranjero (042)",6558,189,82,475,1310,193,435,514,3360
"Es sordomudo/a (043)",2728,1303,166,585,397,79,66,62,70
"Mujeres (045)",3704831,243956,88098,798139,1333594,265599,343734,223208,408503
"Quechua (046)",245143,42385,541,93116,75842,10441,10932,3991,7895
"Aymara (047)",13372,1544,73,4958,4757,645,648,255,492
"Ashaninca (048)",899,64,25,263,291,54,64,52,86
"Otra lengua nativa (049)",2330,167,52,575,929,166,141,109,191
"Castellano (050)",3434629,198376,87201,698156,1249918,254049,331411,218252,397266
"Idioma extranjero (051)",6131,211,104,540,1577,195,472,512,2520
"Es sordomudo/a (052)",2327,1209,102,531,280,49,66,37,53
,,,,,,,,,
"RURAL (054)",9113,998,267,3036,3831,348,239,193,201
"Quechua (055)",1444,280,10,615,457,23,27,11,21
"Aymara (056)",19,1,,8,7,1,1,1,
"Otra lengua nativa (058)",1,,,,,,,1,
"Castellano (059)",7636,707,257,2412,3367,324,211,179,179
"Idioma extranjero (060)",3,,,1,,,,1,1
"Es sordomudo/a (061)",10,10,,,,,,,
"Hombres (063)",4826,387,142,1561,2210,187,105,127,107
"Quechua (064)",744,68,7,323,291,13,19,9,14
"Aymara (065)",12,,,4,5,1,1,1,
"Otra lengua nativa (067)",1,,,,,,,1,
"Castellano (068)",4062,313,135,1234,1914,173,85,116,92
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",6,6,,,,,,,
"Mujeres (072)",4287,611,125,1475,1621,161,134,66,94
"Quechua (073)",700,212,3,292,166,10,8,2,7
"Aymara (074)",7,1,,4,2,,,,
"Castellano (077)",3574,394,122,1178,1453,151,126,63,87
"Idioma extranjero (078)",2,,,1,,,,1,
"Es sordomudo/a (079)",4,4,,,,,,,
