"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia BOLOGNESI",,,,,,
"Viviendas particulares (001)",7480,7270,173,24,13,
"Ocupantes presentes (002)",28835,26879,1412,310,234,
"Casa independiente",,,,,,
"Viviendas particulares (004)",6748,6548,165,23,12,
"Ocupantes presentes (005)",26121,24256,1345,301,219,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",3,3,,,,
"Ocupantes presentes (008)",20,20,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",25,24,1,,,
"Ocupantes presentes (011)",109,100,9,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",45,40,4,1,,
"Ocupantes presentes (014)",202,160,33,9,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",641,637,3,,1,
"Ocupantes presentes (017)",2327,2287,25,,15,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",15,15,,,,
"Ocupantes presentes (023)",43,43,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",3,3,,,,
"Ocupantes presentes (026)",13,13,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4718,4527,155,24,12,
"Ocupantes presentes (029)",18577,16761,1287,310,219,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4633,4448,150,23,12,
"Ocupantes presentes (032)",18207,16442,1245,301,219,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",3,3,,,,
"Ocupantes presentes (035)",20,20,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",25,24,1,,,
"Ocupantes presentes (038)",109,100,9,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",45,40,4,1,,
"Ocupantes presentes (041)",202,160,33,9,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",12,12,,,,
"Ocupantes presentes (050)",39,39,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",2762,2743,18,,1,
"Ocupantes presentes (056)",10258,10118,125,,15,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2115,2100,15,,,
"Ocupantes presentes (059)",7914,7814,100,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",641,637,3,,1,
"Ocupantes presentes (071)",2327,2287,25,,15,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",3,3,,,,
"Ocupantes presentes (077)",4,4,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",3,3,,,,
"Ocupantes presentes (080)",13,13,,,,
