"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAÑETE (000)",54829,51437,177,12065,11937,9102,10404,4930,2029,793,3392,166119
"De 12 a 14 años (001)",57,26,1,19,6,,,,,,31,31
"De 15 a 19 años (002)",1427,1249,10,1139,85,13,2,,,,178,1356
"De 20 a 24 años (003)",5849,4842,24,3358,1206,220,28,6,,,1007,6584
"De 25 a 29 años (004)",7179,6309,23,2756,2333,895,288,12,2,,870,11402
"De 30 a 34 años (005)",7143,6705,24,1622,2515,1555,882,97,6,4,438,15758
"De 35 a 39 años (006)",6677,6438,11,914,1954,1730,1489,297,38,5,239,18676
"De 40 a 44 años (007)",5801,5612,12,614,1246,1442,1712,488,90,8,189,18814
"De 45 a 49 años (008)",4621,4485,10,429,827,991,1412,625,157,34,136,16921
"De 50 y más años (009)",16075,15771,62,1214,1765,2256,4591,3405,1736,742,304,76577
"PEA (010)",24886,22957,76,5670,5746,4403,4488,1764,607,203,1929,68515
"De 12 a 14 años (011)",5,4,,3,1,,,,,,1,5
"De 15 a 19 años (012)",366,318,3,291,19,5,,,,,48,344
"De 20 a 24 años (013)",2273,1746,15,1276,373,70,10,2,,,527,2286
"De 25 a 29 años (014)",3365,2786,5,1371,960,348,95,5,2,,579,4775
"De 30 a 34 años (015)",3748,3434,16,965,1284,732,389,40,5,3,314,7695
"De 35 a 39 años (016)",3789,3626,6,586,1136,962,766,155,12,3,163,10152
"De 40 a 44 años (017)",3387,3274,3,430,760,838,921,265,54,3,113,10630
"De 45 a 49 años (018)",2630,2549,6,268,501,595,785,302,74,18,81,9242
"De 50 y más años (019)",5323,5220,22,480,712,853,1522,995,460,176,103,23386
