"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANUCO (000)",253902,44090,5854,93408,65213,7161,8039,13106,17031
"Quechua (001)",60281,22088,1033,28117,7600,269,330,260,584
"Aymara (002)",177,40,2,76,30,7,6,7,9
"Ashaninca (003)",73,11,7,23,21,3,4,2,2
"Otra lengua nativa (004)",62,5,3,17,15,2,6,5,9
"Castellano (005)",192886,21635,4802,65137,57526,6877,7687,12828,16394
"Idioma extranjero (006)",54,,,3,8,2,5,3,33
"Es sordomudo/a (007)",369,311,7,35,13,1,1,1,
"Hombres (009)",124713,16792,2950,47573,34922,3532,3337,7014,8593
"Quechua (010)",28760,7555,524,14905,4786,171,202,195,422
"Aymara (011)",92,12,1,38,20,5,3,6,7
"Ashaninca (012)",35,2,5,12,10,1,2,1,2
"Otra lengua nativa (013)",28,1,1,8,7,1,3,1,6
"Castellano (014)",95591,9080,2415,32592,30088,3351,3122,6807,8136
"Idioma extranjero (015)",34,,,1,4,2,4,3,20
"Es sordomudo/a (016)",173,142,4,17,7,1,1,1,
"Mujeres (018)",129189,27298,2904,45835,30291,3629,4702,6092,8438
"Quechua (019)",31521,14533,509,13212,2814,98,128,65,162
"Aymara (020)",85,28,1,38,10,2,3,1,2
"Ashaninca (021)",38,9,2,11,11,2,2,1,
"Otra lengua nativa (022)",34,4,2,9,8,1,3,4,3
"Castellano (023)",97295,12555,2387,32545,27438,3526,4565,6021,8258
"Idioma extranjero (024)",20,,,2,4,,1,,13
"Es sordomudo/a (025)",196,169,3,18,6,,,,
,,,,,,,,,
"URBANA (027)",154245,14171,3593,43297,49752,6600,7657,12644,16531
"Quechua (028)",15762,3615,154,7224,3448,217,309,233,562
"Aymara (029)",102,12,1,40,22,7,6,6,8
"Ashaninca (030)",50,8,2,14,16,3,3,2,2
"Otra lengua nativa (031)",51,2,,14,13,2,6,5,9
"Castellano (032)",138077,10417,3431,35985,46236,6368,7328,12394,15918
"Idioma extranjero (033)",52,,,3,8,2,4,3,32
"Es sordomudo/a (034)",151,117,5,17,9,1,1,1,
"Hombres (036)",74069,5220,1809,20036,25573,3208,3161,6739,8323
"Quechua (037)",6999,684,80,3276,2065,132,188,170,404
"Aymara (038)",56,2,,16,17,5,3,6,7
"Ashaninca (039)",24,1,1,8,8,1,2,1,2
"Otra lengua nativa (040)",24,,,7,6,1,3,1,6
"Castellano (041)",66856,4476,1724,16720,23468,3066,2961,6557,7884
"Idioma extranjero (042)",33,,,1,4,2,3,3,20
"Es sordomudo/a (043)",77,57,4,8,5,1,1,1,
"Mujeres (045)",80176,8951,1784,23261,24179,3392,4496,5905,8208
"Quechua (046)",8763,2931,74,3948,1383,85,121,63,158
"Aymara (047)",46,10,1,24,5,2,3,,1
"Ashaninca (048)",26,7,1,6,8,2,1,1,
"Otra lengua nativa (049)",27,2,,7,7,1,3,4,3
"Castellano (050)",71221,5941,1707,19265,22768,3302,4367,5837,8034
"Idioma extranjero (051)",19,,,2,4,,1,,12
"Es sordomudo/a (052)",74,60,1,9,4,,,,
,,,,,,,,,
"RURAL (054)",99657,29919,2261,50111,15461,561,382,462,500
"Quechua (055)",44519,18473,879,20893,4152,52,21,27,22
"Aymara (056)",75,28,1,36,8,,,1,1
"Ashaninca (057)",23,3,5,9,5,,1,,
"Otra lengua nativa (058)",11,3,3,3,2,,,,
"Castellano (059)",54809,11218,1371,29152,11290,509,359,434,476
"Idioma extranjero (060)",2,,,,,,1,,1
"Es sordomudo/a (061)",218,194,2,18,4,,,,
"Hombres (063)",50644,11572,1141,27537,9349,324,176,275,270
"Quechua (064)",21761,6871,444,11629,2721,39,14,25,18
"Aymara (065)",36,10,1,22,3,,,,
"Ashaninca (066)",11,1,4,4,2,,,,
"Otra lengua nativa (067)",4,1,1,1,1,,,,
"Castellano (068)",28735,4604,691,15872,6620,285,161,250,252
"Idioma extranjero (069)",1,,,,,,1,,
"Es sordomudo/a (070)",96,85,,9,2,,,,
"Mujeres (072)",49013,18347,1120,22574,6112,237,206,187,230
"Quechua (073)",22758,11602,435,9264,1431,13,7,2,4
"Aymara (074)",39,18,,14,5,,,1,1
"Ashaninca (075)",12,2,1,5,3,,1,,
"Otra lengua nativa (076)",7,2,2,2,1,,,,
"Castellano (077)",26074,6614,680,13280,4670,224,198,184,224
"Idioma extranjero (078)",1,,,,,,,,1
"Es sordomudo/a (079)",122,109,2,9,2,,,,
