"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CAYLLOMA",,,,,,,,
"Hogares (001)",21742,17803,10023,3445,372,1805,656,2844
"Ocupantes presentes (002)",72062,61352,38125,13255,1564,7239,2622,6747
"Casa independiente",,,,,,,,
"Hogares (004)",17309,14192,8675,3042,332,1631,576,2208
"Ocupantes presentes (005)",58485,49921,33219,11869,1409,6569,2347,5227
"Departamento en edificio",,,,,,,,
"Hogares (007)",99,69,70,32,11,28,24,19
"Ocupantes presentes (008)",274,208,211,99,47,101,80,37
"Vivienda en quinta",,,,,,,,
"Hogares (010)",178,133,125,45,10,30,18,20
"Ocupantes presentes (011)",619,464,442,156,45,125,72,73
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",680,505,407,137,12,44,26,101
"Ocupantes presentes (014)",2192,1688,1414,461,33,155,83,265
"Choza o cabaña",,,,,,,,
"Hogares (016)",1990,1726,251,63,2,32,4,247
"Ocupantes presentes (017)",5685,5061,965,210,7,120,13,559
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1435,1143,470,115,4,37,5,236
"Ocupantes presentes (020)",4633,3877,1777,420,19,159,20,553
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",43,31,23,11,1,3,3,9
"Ocupantes presentes (023)",137,109,90,40,4,10,7,20
"Otro tipo",,,,,,,,
"Hogares (025)",8,4,2,,,,,4
"Ocupantes presentes (026)",37,24,7,,,,,13
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",14306,11363,7399,2646,239,1082,518,2034
"Ocupantes presentes (029)",48162,40105,28138,10167,1019,4457,2043,4783
"Casa independiente",,,,,,,,
"Hogares (031)",11874,9485,6305,2306,201,940,442,1648
"Ocupantes presentes (032)",40287,33748,24204,8991,871,3907,1781,3825
"Departamento en edificio",,,,,,,,
"Hogares (034)",99,69,70,32,11,28,24,19
"Ocupantes presentes (035)",274,208,211,99,47,101,80,37
"Vivienda en quinta",,,,,,,,
"Hogares (037)",178,133,125,45,10,30,18,20
"Ocupantes presentes (038)",619,464,442,156,45,125,72,73
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",680,505,407,137,12,44,26,101
"Ocupantes presentes (041)",2192,1688,1414,461,33,155,83,265
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1435,1143,470,115,4,37,5,236
"Ocupantes presentes (047)",4633,3877,1777,420,19,159,20,553
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",35,26,21,11,1,3,3,7
"Ocupantes presentes (050)",123,98,84,40,4,10,7,18
"Otro tipo",,,,,,,,
"Hogares (052)",5,2,1,,,,,3
"Ocupantes presentes (053)",34,22,6,,,,,12
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",7436,6440,2624,799,133,723,138,810
"Ocupantes presentes (056)",23900,21247,9987,3088,545,2782,579,1964
"Casa independiente",,,,,,,,
"Hogares (058)",5435,4707,2370,736,131,691,134,560
"Ocupantes presentes (059)",18198,16173,9015,2878,538,2662,566,1402
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1990,1726,251,63,2,32,4,247
"Ocupantes presentes (071)",5685,5061,965,210,7,120,13,559
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",8,5,2,,,,,2
"Ocupantes presentes (077)",14,11,6,,,,,2
"Otro tipo",,,,,,,,
"Hogares (079)",3,2,1,,,,,1
"Ocupantes presentes (080)",3,2,1,,,,,1
