"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANTONIO RAYMONDI (000)",4193,38,130,333,487,749,1661,795
"De 12 a 14 años (001)",4,,,,,,,4
"De 15 a 19 años (002)",98,,,,,,61,37
"De 20 a 24 años (003)",403,,,,,,264,139
"De 25 a 29 años (004)",460,,,,,6,354,100
"De 30 a 34 años (005)",405,,,,1,40,311,53
"De 35 a 39 años (006)",441,,,,4,88,308,41
"De 40 a 44 años (007)",387,,,,10,132,203,42
"De 45 a 49 años (008)",366,,,,25,169,134,38
"De 50 y más años (009)",1629,38,130,333,447,314,26,341
"PEA (010)",437,1,4,13,48,108,143,120
"De 15 a 19 años (012)",6,,,,,,5,1
"De 20 a 24 años (013)",54,,,,,,20,34
"De 25 a 29 años (014)",47,,,,,,23,24
"De 30 a 34 años (015)",50,,,,,9,29,12
"De 35 a 39 años (016)",61,,,,2,18,35,6
"De 40 a 44 años (017)",59,,,,4,28,18,9
"De 45 a 49 años (018)",48,,,,3,23,11,11
"De 50 y más años (019)",112,1,4,13,39,30,2,23
"Ocupada (020)",404,1,3,12,46,101,133,108
"De 15 a 19 años (022)",6,,,,,,5,1
"De 20 a 24 años (023)",44,,,,,,17,27
"De 25 a 29 años (024)",41,,,,,,21,20
"De 30 a 34 años (025)",49,,,,,8,29,12
"De 35 a 39 años (026)",59,,,,2,17,35,5
"De 40 a 44 años (027)",55,,,,4,27,15,9
"De 45 a 49 años (028)",45,,,,3,22,9,11
"De 50 y más años (029)",105,1,3,12,37,27,2,23
"Desocupada (030)",33,,1,1,2,7,10,12
"De 20 a 24 años (033)",10,,,,,,3,7
"De 25 a 29 años (034)",6,,,,,,2,4
"De 30 a 34 años (035)",1,,,,,1,,
"De 35 a 39 años (036)",2,,,,,1,,1
"De 40 a 44 años (037)",4,,,,,1,3,
"De 45 a 49 años (038)",3,,,,,1,2,
"De 50 y más años (039)",7,,1,1,2,3,,
"No PEA (040)",3756,37,126,320,439,641,1518,675
"De 12 a 14 años (041)",4,,,,,,,4
"De 15 a 19 años (042)",92,,,,,,56,36
"De 20 a 24 años (043)",349,,,,,,244,105
"De 25 a 29 años (044)",413,,,,,6,331,76
"De 30 a 34 años (045)",355,,,,1,31,282,41
"De 35 a 39 años (046)",380,,,,2,70,273,35
"De 40 a 44 años (047)",328,,,,6,104,185,33
"De 45 a 49 años (048)",318,,,,22,146,123,27
"De 50 y más años (049)",1517,37,126,320,408,284,24,318
,,,,,,,,
"URBANA (060)",1139,8,42,90,123,203,416,257
"De 15 a 19 años (062)",22,,,,,,17,5
"De 20 a 24 años (063)",105,,,,,,70,35
